,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,precipitation
4214,26.8,9.4,33,19,48.3,100.67,0
4215,26.7,8.9,33,22,48.3,100.63,0
4216,26.4,8.7,33,19,24.1,100.61,0
4217,21.5,11.8,54,32,24.1,100.69,0
4218,19.4,12.7,65,26,24.1,100.71,1
4219,19.0,14.0,73,20,24.1,100.74,1
4220,18.7,14.5,77,24,24.1,100.69,1
4221,18.6,13.6,73,19,25.0,100.67,0
4222,18.3,13.1,72,9,25.0,100.6,0
4223,17.8,13.2,74,13,25.0,100.57,0
4224,16.7,13.6,82,9,19.3,100.51,1
4225,15.7,13.6,87,9,19.3,100.41,1
4226,15.7,13.8,88,7,12.9,100.32,1
4227,15.9,14.2,90,9,11.3,100.26,1
4228,16.1,14.1,88,15,19.3,100.21,1
4229,16.4,14.3,87,15,19.3,100.21,0
4230,16.7,14.3,86,15,24.1,100.19,0
4231,17.2,13.8,80,15,24.1,100.18,0
4232,18.7,13.9,74,17,24.1,100.16,0
4233,18.8,13.0,69,26,24.1,100.13,0
4234,17.9,12.8,72,24,24.1,100.12,1
4235,19.8,13.1,65,22,24.1,100.1,0
4236,19.0,11.9,63,26,24.1,100.12,0
4237,19.7,12.4,63,19,24.1,100.12,0
4238,20.2,12.2,60,26,24.1,100.13,0
4239,18.8,10.8,60,28,24.1,100.09,0
4240,18.1,10.8,62,26,24.1,100.12,0
4241,16.5,10.8,69,26,24.1,100.14,0
4242,16.0,10.7,71,28,24.1,100.12,0
4243,15.0,10.9,76,22,24.1,100.14,0
4244,15.2,11.3,78,11,24.1,100.12,0
4245,16.6,12.3,76,13,25.0,100.13,0
4246,17.1,11.8,71,24,25.0,100.13,0
4247,16.7,11.6,72,22,25.0,100.14,0
4248,16.6,11.3,71,26,25.0,100.12,0
4249,16.2,10.9,71,24,25.0,100.13,0
4250,15.7,10.6,72,11,25.0,100.11,0
4251,15.8,10.5,71,13,25.0,100.12,0
4252,15.6,10.2,70,13,24.1,100.12,0
4253,15.4,10.2,71,17,24.1,100.16,0
4254,15.6,10.2,70,17,24.1,100.18,0
4255,16.0,10.4,69,11,24.1,100.19,0
4256,16.4,10.3,67,17,24.1,100.18,0
4257,16.9,10.5,66,9,24.1,100.16,0
4258,17.0,10.4,65,13,24.1,100.15,0
4259,17.6,10.8,64,11,24.1,100.12,0
4260,16.9,11.5,70,15,24.1,100.12,1
4261,16.2,10.9,71,26,19.3,100.1,0
4262,16.3,11.6,74,20,19.3,100.07,1
4263,16.6,11.4,71,20,24.1,100.03,0
4264,15.8,12.4,80,17,24.1,100.0,0
4265,16.1,12.5,79,13,24.1,99.99,1
4266,15.6,12.6,82,13,19.3,99.99,1
4267,15.4,12.6,83,15,19.3,99.93,1
4268,15.3,12.8,85,15,24.1,99.9,1
4269,15.4,12.9,85,15,12.9,99.9,1
4270,15.4,12.8,84,15,16.1,99.85,1
4271,15.4,12.8,84,15,19.3,99.8,1
4272,15.7,12.9,83,17,19.3,99.75,1
4273,15.7,12.9,83,13,19.3,99.72,1
4274,15.6,12.7,83,11,19.3,99.69,1
4275,15.3,12.7,84,9,19.3,99.69,1
4276,15.2,12.4,83,13,19.3,99.72,1
4277,15.2,12.2,82,17,24.1,99.76,1
4278,15.4,12.2,81,15,24.1,99.79,1
4279,16.3,12.2,77,20,24.1,99.81,1
4280,18.0,12.9,72,28,24.1,99.83,0
4281,18.0,12.0,68,20,24.1,99.86,0
4282,18.7,13.0,69,20,24.1,99.89,1
4283,17.8,13.5,76,24,24.1,99.93,1
4284,19.8,13.5,67,20,19.3,99.92,1
4285,19.3,14.4,73,13,19.3,99.96,1
4286,19.1,14.7,76,19,19.3,99.99,1
4287,19.6,15.1,75,19,24.1,100.02,0
4288,20.3,14.2,68,20,24.1,100.03,1
4289,19.9,14.3,70,20,24.1,100.05,0
4290,21.1,14.1,64,15,24.1,100.06,0
4291,19.4,13.8,70,17,24.1,100.09,1
4292,19.3,13.2,68,11,24.1,100.13,0
4293,19.3,12.7,66,13,25.0,100.19,0
4294,18.7,13.4,71,11,25.0,100.19,0
4295,17.5,14.1,80,9,25.0,100.17,0
4296,17.2,14.0,81,6,25.0,100.17,0
4297,17.7,13.3,75,11,25.0,100.15,0
4298,17.6,13.4,76,7,25.0,100.16,0
4299,17.5,13.3,76,6,25.0,100.18,1
4300,17.7,13.9,78,11,25.0,100.2,1
4301,17.6,13.7,78,9,48.3,100.25,0
4302,17.7,13.7,77,11,48.3,100.27,0
4303,18.6,14.2,76,11,48.3,100.29,0
4304,19.4,14.2,72,9,48.3,100.28,0
4305,20.4,14.1,67,11,48.3,100.27,0
4306,21.7,14.7,64,11,48.3,100.23,0
4307,23.0,14.7,60,13,48.3,100.21,0
4308,24.6,15.3,56,9,48.3,100.19,0
4309,24.9,15.0,54,17,48.3,100.11,0
4310,25.5,15.3,53,22,48.3,100.08,0
4311,27.0,14.8,47,22,48.3,100.03,0
4312,27.1,14.0,45,22,48.3,100.01,0
4313,27.2,12.6,40,19,48.3,99.92,0
4314,26.4,12.1,41,19,48.3,99.9,0
4315,25.4,12.9,46,13,48.3,99.91,0
4316,24.1,13.5,52,11,24.1,99.89,0
4317,23.6,14.3,56,11,25.0,99.95,0
4318,22.5,15.0,63,11,25.0,99.88,0
4319,21.9,15.4,67,15,25.0,99.85,0
4320,22.2,14.0,60,15,25.0,99.83,1
4321,21.1,14.7,67,4,25.0,99.75,0
4322,20.3,15.3,73,7,25.0,99.71,0
4323,19.5,16.1,81,7,9.7,99.71,1
4324,18.8,16.5,86,9,24.1,99.68,0
4325,18.9,16.4,85,13,24.1,99.71,0
4326,19.7,16.7,83,17,24.1,99.72,0
4327,21.4,16.7,75,20,24.1,99.65,0
4328,22.8,17.4,72,24,24.1,99.61,0
4329,24.8,18.0,66,24,24.1,99.55,0
4330,25.5,18.3,64,26,48.3,99.52,0
4331,26.5,19.2,64,26,24.1,99.51,0
4332,27.3,18.5,59,32,24.1,99.47,0
4333,28.6,18.2,53,37,48.3,99.46,0
4334,29.8,17.1,46,33,48.3,99.44,0
4335,30.7,14.6,38,32,48.3,99.42,0
4336,31.1,13.0,33,28,48.3,99.39,0
4337,30.2,12.2,33,30,48.3,99.43,0
4338,29.8,12.5,35,24,48.3,99.45,0
4339,28.5,12.3,37,17,48.3,99.45,0
4340,27.6,13.4,42,9,25.0,99.51,0
4341,26.5,15.3,50,22,25.0,99.58,0
4342,25.7,14.0,48,22,25.0,99.59,0
4343,24.5,13.5,50,17,25.0,99.61,0
4344,23.1,11.9,49,20,25.0,99.63,0
4345,22.6,11.4,49,15,25.0,99.68,0
4346,22.0,11.5,51,17,25.0,99.67,0
4347,21.2,12.3,57,17,25.0,99.66,0
4348,20.5,13.0,62,20,48.3,99.7,0
4349,20.8,12.4,59,26,48.3,99.83,0
4350,21.6,13.2,59,28,48.3,99.85,0
4351,22.1,13.8,59,20,48.3,99.86,0
4352,23.4,14.4,57,26,48.3,99.88,0
4353,24.2,13.9,53,26,48.3,99.83,0
4354,25.1,14.5,52,30,48.3,99.83,0
4355,26.3,14.9,50,26,48.3,99.79,0
4356,27.6,15.5,48,26,48.3,99.74,0
4357,28.0,14.8,45,30,48.3,99.68,0
4358,29.9,13.8,37,33,48.3,99.67,0
4359,28.8,13.2,38,28,24.1,99.66,0
4360,29.0,13.1,38,26,48.3,99.65,0
4361,24.8,17.6,64,11,48.3,99.69,0
4362,24.3,16.2,61,22,24.1,99.79,0
4363,23.9,16.6,64,7,48.3,99.86,0
4364,22.9,16.2,66,6,25.0,99.92,0
4365,23.6,16.3,64,13,25.0,100.02,0
4366,23.3,15.3,61,7,25.0,100.04,0
4367,22.3,15.6,66,4,25.0,100.07,0
4368,22.0,15.7,67,0,25.0,100.1,0
4369,21.1,16.8,76,6,25.0,100.14,0
4370,20.4,16.1,76,9,24.1,100.16,0
4371,20.2,13.8,67,7,25.0,100.22,0
4372,20.0,12.3,61,6,24.1,100.27,0
4373,20.2,12.3,60,0,24.1,100.32,0
4374,21.0,12.9,60,7,24.1,100.41,0
4375,21.3,13.4,61,11,24.1,100.46,0
4376,21.6,13.1,58,6,24.1,100.5,0
4377,22.9,13.0,54,4,48.3,100.51,0
4378,23.4,13.5,54,13,48.3,100.5,0
4379,24.6,14.4,53,19,48.3,100.5,0
4380,24.2,13.4,51,22,48.3,100.54,0
4381,25.4,14.0,49,22,48.3,100.55,0
4382,25.1,13.9,50,17,48.3,100.56,0
4383,24.7,14.0,51,15,48.3,100.56,0
4384,24.7,13.8,51,15,48.3,100.55,0
4385,25.3,14.5,51,11,48.3,100.52,0
4386,24.5,13.9,52,17,48.3,100.52,0
4387,23.6,13.0,51,15,48.3,100.51,0
4388,21.9,12.9,57,11,25.0,100.55,0
4389,21.3,12.9,59,7,25.0,100.63,0
4390,19.6,13.0,66,11,25.0,100.63,0
4391,19.1,12.9,67,9,25.0,100.67,0
4392,18.1,13.0,72,13,25.0,100.69,0
4393,17.3,12.6,74,7,25.0,100.71,0
4394,16.6,12.5,77,7,25.0,100.72,0
4395,16.6,12.5,77,6,25.0,100.72,0
4396,16.8,12.4,75,0,24.1,100.75,0
4397,16.6,12.7,78,6,24.1,100.76,0
4398,19.5,14.0,71,6,48.3,100.79,0
4399,21.5,14.6,65,9,48.3,100.81,0
4400,22.2,14.8,63,15,48.3,100.84,0
4401,23.4,15.0,59,15,48.3,100.83,0
4402,23.6,15.1,59,13,48.3,100.81,0
4403,25.2,15.6,55,19,48.3,100.78,0
4404,25.9,15.6,53,15,48.3,100.73,0
4405,26.5,13.7,45,17,48.3,100.66,0
4406,26.7,12.8,42,19,48.3,100.61,0
4407,28.3,12.3,37,30,48.3,100.55,0
4408,28.0,11.6,36,22,48.3,100.54,0
4409,26.3,9.7,35,26,48.3,100.62,0
4410,25.9,10.0,37,20,48.3,100.66,0
4411,24.5,9.7,39,15,48.3,100.69,0
4412,21.7,10.0,47,9,25.0,100.75,0
4413,20.0,10.4,54,6,25.0,100.81,0
4414,19.1,10.5,57,6,25.0,100.82,0
4415,19.0,10.8,59,7,25.0,100.81,0
4416,18.2,10.8,62,7,25.0,100.83,0
4417,16.7,10.5,67,4,25.0,100.84,0
4418,17.2,11.1,67,4,25.0,100.83,0
4419,16.9,10.4,66,0,25.0,100.83,0
4420,14.3,10.5,78,6,24.1,100.89,0
4421,17.6,10.8,64,6,48.3,100.84,0
4422,18.5,11.1,62,9,48.3,100.98,0
4423,20.3,10.3,53,6,48.3,100.97,0
4424,21.5,10.9,51,0,48.3,100.96,0
4425,21.9,11.1,50,9,48.3,100.94,0
4426,23.0,11.6,49,4,48.3,100.89,0
4427,24.1,12.0,47,9,48.3,100.85,0
4428,25.2,12.3,45,11,48.3,100.79,0
4429,26.9,13.1,43,13,48.3,100.74,0
4430,27.3,13.0,41,9,48.3,100.66,0
4431,26.9,12.3,40,15,48.3,100.58,0
4432,27.4,11.4,37,15,48.3,100.55,0
4433,27.5,10.4,34,15,48.3,100.49,0
4434,27.0,10.7,36,11,48.3,100.44,0
4435,25.3,14.4,51,17,48.3,100.41,0
4436,24.8,12.8,47,17,48.3,100.36,0
4437,25.0,13.9,50,13,25.0,100.37,1
4438,21.5,14.8,66,17,25.0,100.35,1
4439,20.8,14.8,69,0,25.0,100.32,1
4440,19.8,15.9,78,6,16.1,100.34,1
4441,19.4,16.6,84,6,25.0,100.25,0
4442,19.3,16.5,84,13,25.0,100.21,0
4443,19.3,16.4,83,13,25.0,100.19,0
4444,19.9,16.9,83,13,19.3,100.21,0
4445,20.3,17.1,82,15,12.9,100.25,0
4446,20.5,17.3,82,15,16.1,100.24,0
4447,21.1,17.7,81,15,16.1,100.24,0
4448,22.3,18.1,77,17,16.1,100.23,0
4449,23.2,18.4,74,17,16.1,100.2,0
4450,24.6,18.9,71,19,19.3,100.16,0
4451,24.8,18.9,70,24,19.3,100.13,0
4452,26.1,20.2,70,24,19.3,100.14,0
4453,27.0,20.1,66,24,19.3,100.07,0
4454,27.5,19.9,63,24,19.3,100.04,0
4455,28.4,19.9,60,19,19.3,99.98,0
4456,26.7,20.1,67,15,24.1,99.84,1
4457,21.6,20.0,91,11,24.1,100.02,1
4458,23.4,20.7,85,9,24.1,100.06,0
4459,23.3,20.2,83,6,24.1,100.09,0
4460,21.8,19.1,85,9,24.1,100.15,0
4461,21.2,18.3,84,9,25.0,100.25,0
4462,21.1,16.9,77,17,25.0,100.31,0
4463,19.1,15.9,82,11,25.0,100.37,0
4464,17.9,14.8,82,9,25.0,100.38,0
4465,17.2,14.8,86,6,25.0,100.45,0
4466,16.6,14.6,88,11,25.0,100.43,0
4467,16.8,14.6,87,11,25.0,100.46,0
4468,15.8,14.1,90,7,24.1,100.47,0
4469,16.1,14.5,90,9,24.1,100.56,0
4470,18.3,14.5,79,13,24.1,100.62,0
4471,19.4,14.7,74,17,24.1,100.68,0
4472,20.4,15.0,71,7,24.1,100.73,0
4473,21.1,15.3,69,6,48.3,100.74,0
4474,22.0,15.6,67,9,48.3,100.72,0
4475,23.3,16.3,65,7,48.3,100.69,0
4476,23.3,16.3,65,6,48.3,100.68,0
4477,24.3,16.8,63,9,48.3,100.66,0
4478,24.5,16.1,59,11,48.3,100.66,0
4479,24.3,16.7,63,11,48.3,100.69,0
4480,24.8,17.9,66,17,48.3,100.66,0
4481,25.8,17.5,60,17,48.3,100.65,0
4482,25.0,17.2,62,19,48.3,100.64,0
4483,24.5,17.4,65,15,48.3,100.65,0
4484,23.4,17.2,68,13,48.3,100.69,0
4485,23.1,17.1,69,9,25.0,100.76,0
4486,21.9,17.6,77,9,25.0,100.76,0
4487,20.8,17.6,82,7,25.0,100.74,0
4488,20.5,17.2,81,7,25.0,100.73,0
4489,20.7,17.4,81,0,25.0,100.75,0
4490,19.9,16.9,83,4,25.0,100.74,0
4491,19.1,16.1,83,7,25.0,100.76,0
4492,19.3,16.2,82,7,25.0,100.75,0
4493,19.3,16.3,83,6,48.3,100.78,0
4494,20.7,17.5,82,9,48.3,100.79,0
4495,20.6,16.8,79,13,48.3,100.79,0
4496,22.1,16.7,71,15,48.3,100.76,0
4497,23.8,16.9,65,19,48.3,100.69,0
4498,25.7,18.3,64,15,48.3,100.65,0
4499,26.9,18.1,59,15,48.3,100.61,0
4500,27.7,17.6,54,22,48.3,100.52,0
4501,28.5,18.5,55,22,24.1,100.5,0
4502,29.0,18.5,53,22,24.1,100.45,0
4503,29.6,19.7,55,20,24.1,100.47,0
4504,30.5,20.4,55,20,24.1,100.41,0
4505,29.5,20.2,57,15,24.1,100.38,0
4506,29.7,20.8,59,11,24.1,100.33,0
4507,29.1,20.9,61,15,24.1,100.36,0
4508,28.7,21.2,64,13,24.1,100.33,0
4509,28.3,21.7,67,7,25.0,100.36,0
4510,26.8,21.9,75,9,25.0,100.39,0
4511,26.3,21.0,73,11,25.0,100.46,1
4512,25.8,20.8,74,6,25.0,100.44,0
4513,25.1,17.2,62,11,25.0,100.4,0
4514,24.0,16.3,62,7,25.0,100.33,0
4515,24.1,16.0,61,9,25.0,100.38,0
4516,23.9,16.0,61,13,25.0,100.47,0
4517,22.2,17.0,72,11,25.0,100.52,1
4518,23.2,17.4,70,9,24.1,100.45,0
4519,23.5,17.1,67,19,24.1,100.42,0
4520,23.3,16.3,65,17,24.1,100.4,0
4521,23.1,16.1,65,15,24.1,100.42,0
4522,24.1,16.0,61,19,24.1,100.43,0
4523,24.4,16.2,60,17,24.1,100.44,0
4524,26.5,16.5,54,22,24.1,100.42,0
4525,27.8,16.4,50,20,48.3,100.37,0
4526,28.8,16.5,47,17,48.3,100.32,0
4527,28.9,16.4,47,22,48.3,100.28,0
4528,29.1,15.7,44,17,48.3,100.28,0
4529,28.7,14.5,42,20,48.3,100.28,0
4530,27.7,15.3,47,15,48.3,100.33,0
4531,26.4,15.1,50,13,48.3,100.4,0
4532,25.5,14.5,51,9,48.3,100.43,0
4533,24.5,14.7,54,11,25.0,100.48,0
4534,23.2,15.1,60,9,25.0,100.49,0
4535,23.8,13.9,54,17,25.0,100.53,0
4536,22.0,13.6,59,17,25.0,100.56,0
4537,21.0,12.9,60,15,25.0,100.59,0
4538,20.0,12.7,63,11,25.0,100.62,0
4539,17.7,11.7,68,7,25.0,100.64,0
4540,16.3,12.2,77,7,24.1,100.7,0
4541,16.6,13.1,80,9,24.1,100.76,0
4542,18.6,12.5,68,15,48.3,100.8,0
4543,18.8,12.2,65,20,48.3,100.83,0
4544,19.3,6.5,43,22,48.3,100.84,0
4545,20.6,8.5,46,20,48.3,100.81,0
4546,21.6,7.8,41,22,48.3,100.82,0
4547,22.0,7.1,38,19,48.3,100.81,0
4548,23.0,7.8,38,24,48.3,100.79,0
4549,23.9,7.7,35,17,48.3,100.76,0
4550,24.5,9.6,39,17,48.3,100.72,0
4551,24.3,8.5,37,15,48.3,100.72,0
4552,24.5,7.7,34,24,48.3,100.72,0
4553,24.2,7.8,35,26,48.3,100.7,0
4554,23.6,8.3,38,20,48.3,100.69,0
4555,22.2,8.5,41,19,48.3,100.72,0
4556,20.3,8.4,46,11,48.3,100.74,0
4557,19.8,8.0,46,9,25.0,100.8,0
4558,17.9,8.1,53,7,25.0,100.81,0
4559,17.1,8.4,57,9,25.0,100.85,0
4560,16.0,8.9,63,13,25.0,100.83,0
4561,14.4,9.0,70,9,25.0,100.84,0
4562,14.9,9.1,68,9,25.0,100.86,0
4563,13.2,9.0,76,9,25.0,100.88,0
4564,13.5,8.9,74,9,25.0,100.91,0
4565,12.8,9.4,80,7,24.1,100.98,0
4566,16.1,9.6,65,13,48.3,101.07,0
4567,17.8,8.7,55,11,48.3,101.1,0
4568,18.2,8.1,52,11,48.3,101.13,0
4569,19.2,7.9,48,9,48.3,101.13,0
4570,19.9,7.5,45,17,48.3,101.12,0
4571,21.4,7.9,42,20,48.3,101.09,0
4572,22.2,7.1,38,13,48.3,101.07,0
4573,23.1,7.9,38,19,48.3,101.04,0
4574,24.3,6.5,32,22,48.3,101.01,0
4575,24.4,5.3,29,17,48.3,101.0,0
4576,24.5,4.7,28,15,48.3,100.99,0
4577,24.2,5.3,29,11,48.3,100.98,0
4578,23.6,6.9,34,13,48.3,101.0,0
4579,22.3,7.2,38,13,48.3,101.01,0
4580,19.5,7.9,47,7,48.3,101.02,0
4581,19.9,8.1,46,6,25.0,101.05,0
4582,17.6,9.0,57,4,25.0,101.04,0
4583,16.3,9.6,64,6,25.0,101.05,0
4584,18.2,11.2,64,7,25.0,101.04,0
4585,18.7,9.4,55,13,25.0,101.04,0
4586,17.0,9.8,63,7,25.0,101.06,0
4587,16.6,11.0,69,9,25.0,101.06,0
4588,16.4,12.4,77,11,24.1,101.11,0
4589,16.6,11.7,73,9,48.3,101.15,0
4590,17.1,12.3,73,9,48.3,101.19,0
4591,19.3,11.8,62,9,48.3,101.22,0
4592,20.4,13.7,65,15,48.3,101.22,0
4593,22.3,12.9,55,9,48.3,101.24,0
4594,23.6,11.6,47,9,48.3,101.23,0
4595,25.0,10.7,41,15,48.3,101.21,0
4596,25.9,9.4,35,26,48.3,101.15,0
4597,25.8,8.5,33,22,48.3,101.14,0
4598,27.0,10.7,36,19,48.3,101.11,0
4599,26.5,11.2,38,19,48.3,101.09,0
4600,26.1,10.6,38,13,48.3,101.09,0
4601,26.5,10.3,36,13,48.3,101.1,0
4602,25.6,9.1,35,19,48.3,101.13,0
4603,23.9,10.1,42,13,48.3,101.18,0
4604,21.5,9.5,46,11,48.3,101.26,0
4605,21.9,7.7,40,11,25.0,101.34,0
4606,20.2,6.6,41,7,25.0,101.37,0
4607,17.7,7.8,52,9,25.0,101.43,0
4608,18.5,6.5,45,7,25.0,101.45,0
4609,15.5,8.2,62,0,25.0,101.5,0
4610,14.9,8.0,63,4,25.0,101.52,0
4611,15.1,6.0,54,4,25.0,101.55,0
4612,13.5,8.6,72,4,24.1,101.6,0
4613,13.1,8.7,75,4,48.3,101.66,0
4614,15.4,9.9,70,6,48.3,101.71,0
4615,18.2,9.6,57,4,48.3,101.73,0
4616,20.4,8.9,48,4,48.3,101.75,0
4617,22.5,9.5,44,9,48.3,101.73,0
4618,23.9,9.2,39,7,48.3,101.74,0
4619,24.9,10.1,39,9,48.3,101.72,0
4620,26.4,8.7,33,13,48.3,101.69,0
4621,26.7,9.3,33,15,48.3,101.66,0
4622,27.4,9.4,32,13,48.3,101.61,0
4623,27.8,8.9,31,19,48.3,101.59,0
4624,27.6,8.9,31,20,48.3,101.54,0
4625,27.5,10.1,34,19,48.3,101.5,0
4626,27.3,8.0,30,19,48.3,101.48,0
4627,26.5,8.8,33,13,24.1,101.5,0
4628,25.6,10.5,39,9,25.0,101.49,0
4629,22.5,11.8,51,13,25.0,101.53,0
4630,21.8,11.2,51,9,25.0,101.5,0
4631,22.8,11.8,50,17,25.0,101.5,0
4632,21.8,12.8,57,11,25.0,101.5,0
4633,18.5,13.3,72,6,25.0,101.5,0
4634,20.6,12.9,61,6,25.0,101.49,0
4635,20.6,12.5,60,11,25.0,101.5,0
4636,20.3,12.6,61,7,24.1,101.52,0
4637,17.7,12.8,73,9,48.3,101.56,0
4638,20.2,12.2,60,17,48.3,101.57,0
4639,21.6,12.6,57,15,48.3,101.58,0
4640,22.6,13.2,55,13,48.3,101.59,0
4641,24.2,16.1,61,15,48.3,101.56,0
4642,26.0,14.8,50,20,48.3,101.57,0
4643,27.6,13.5,42,22,48.3,101.54,0
4644,29.0,13.9,40,22,48.3,101.5,0
4645,29.6,13.6,38,24,48.3,101.46,0
4646,30.8,13.5,35,24,48.3,101.44,0
4647,30.6,12.9,34,24,48.3,101.38,0
4648,30.4,13.0,34,24,48.3,101.37,0
4649,29.8,13.1,36,19,48.3,101.33,0
4650,29.1,13.6,39,13,48.3,101.32,0
4651,28.2,14.0,42,11,24.1,101.34,0
4652,26.9,14.6,47,7,25.0,101.36,0
4653,25.7,15.0,52,6,25.0,101.41,0
4654,24.4,17.1,64,9,25.0,101.4,0
4655,23.5,16.1,63,11,25.0,101.41,0
4656,21.8,16.7,73,6,25.0,101.45,0
4657,22.6,15.5,64,7,25.0,101.44,0
4658,22.4,14.6,61,9,25.0,101.37,0
4659,21.1,14.7,67,11,25.0,101.45,0
4660,20.8,14.6,68,13,24.1,101.49,0
4661,20.7,14.7,68,15,24.1,101.56,0
4662,21.7,15.7,69,15,24.1,101.57,0
4663,22.5,15.1,63,15,48.3,101.59,0
4664,24.4,15.1,56,13,24.1,101.61,0
4665,25.9,16.5,56,15,48.3,101.6,0
4666,27.2,17.2,54,15,48.3,101.59,0
4667,29.0,16.1,46,17,48.3,101.57,0
4668,30.1,15.2,40,19,48.3,101.54,0
4669,31.2,14.6,37,20,48.3,101.51,0
4670,32.1,10.2,26,20,48.3,101.49,0
4671,31.9,12.3,30,22,48.3,101.46,0
4672,31.6,11.8,30,22,48.3,101.4,0
4673,31.4,13.8,34,20,48.3,101.36,0
4674,30.9,14.5,37,13,48.3,101.33,0
4675,29.9,15.4,41,11,24.1,101.33,0
4676,28.5,15.8,46,11,25.0,101.35,0
4677,27.4,16.4,51,11,25.0,101.38,0
4678,26.6,16.4,54,9,25.0,101.37,0
4679,26.0,16.2,55,7,25.0,101.38,0
4680,25.2,16.6,59,11,25.0,101.38,0
4681,25.0,15.4,55,15,25.0,101.37,0
4682,24.2,15.6,59,11,25.0,101.34,0
4683,23.3,15.3,61,13,25.0,101.35,0
4684,23.1,15.4,62,15,24.1,101.4,0
4685,23.0,16.7,68,13,24.1,101.45,0
4686,23.4,16.8,66,15,24.1,101.47,0
4687,24.3,17.0,64,13,24.1,101.49,0
4688,25.7,16.7,58,17,24.1,101.49,0
4689,27.3,17.0,53,15,48.3,101.45,0
4690,30.2,17.7,47,17,48.3,101.46,0
4691,29.6,19.8,56,17,48.3,101.44,0
4692,31.7,19.7,49,22,48.3,101.41,0
4693,31.9,19.3,47,19,48.3,101.37,0
4694,32.7,15.3,35,28,48.3,101.35,0
4695,33.0,16.8,38,22,48.3,101.31,0
4696,32.9,15.3,35,24,48.3,101.26,0
4697,32.5,16.5,38,19,48.3,101.22,0
4698,31.5,18.4,46,15,24.1,101.19,0
4699,30.8,18.2,47,11,24.1,101.21,0
4700,29.8,17.7,48,9,25.0,101.22,0
4701,28.3,18.8,56,9,25.0,101.28,0
4702,27.8,18.3,56,11,25.0,101.29,0
4703,26.0,19.2,66,9,25.0,101.31,0
4704,25.5,18.9,67,7,25.0,101.32,0
4705,25.2,18.7,67,9,25.0,101.29,0
4706,24.5,18.9,71,9,25.0,101.28,0
4707,24.1,18.6,71,11,25.0,101.26,0
4708,21.6,17.8,79,7,24.1,101.24,0
4709,23.2,18.4,74,9,24.1,101.26,0
4710,23.9,18.4,71,9,24.1,101.23,0
4711,24.5,18.3,68,9,24.1,101.24,0
4712,25.8,17.9,62,15,24.1,101.24,0
4713,26.5,18.8,63,13,24.1,101.21,0
4714,28.1,19.2,58,13,24.1,101.17,0
4715,29.3,20.2,58,15,48.3,101.14,0
4716,29.4,19.7,56,9,48.3,101.06,0
4717,30.5,19.2,51,15,24.1,100.98,0
4718,30.2,20.3,55,17,24.1,100.92,0
4719,22.7,20.9,90,24,12.9,100.92,1
4720,24.0,20.5,81,0,24.1,100.78,0
4721,23.5,20.6,84,11,24.1,100.78,0
4722,24.4,20.5,79,0,25.0,100.79,0
4723,23.8,21.1,85,20,25.0,100.73,0
4724,23.2,19.5,80,6,25.0,100.73,0
4725,23.0,19.0,78,9,25.0,100.72,0
4726,22.2,18.9,82,7,25.0,100.67,0
4727,21.8,19.1,85,6,25.0,100.67,0
4728,21.2,19.0,87,6,25.0,100.64,0
4729,21.6,19.4,87,0,25.0,100.62,1
4730,20.4,18.6,89,6,19.3,100.52,1
4731,20.8,19.2,91,7,25.0,100.52,0
4732,20.4,19.2,93,0,19.3,100.52,0
4733,20.3,19.6,96,4,9.7,100.55,0
4734,21.8,19.8,88,6,19.3,100.55,0
4735,23.0,19.8,82,6,24.1,100.57,0
4736,24.5,20.8,80,7,24.1,100.57,0
4737,25.7,20.8,74,9,24.1,100.56,0
4738,26.8,20.9,70,9,24.1,100.55,0
4739,27.4,20.4,66,13,24.1,100.54,0
4740,27.4,20.3,65,11,24.1,100.52,0
4741,28.1,19.9,61,15,24.1,100.45,0
4742,28.1,20.7,64,13,24.1,100.43,0
4743,28.6,20.0,60,11,24.1,100.39,0
4744,28.8,17.5,50,15,24.1,100.35,0
4745,28.7,16.1,46,19,24.1,100.35,0
4746,27.6,16.6,51,15,24.1,100.35,0
4747,26.5,17.2,57,4,24.1,100.32,0
4748,24.3,17.9,67,7,24.1,100.3,0
4749,24.5,18.5,69,4,25.0,100.37,0
4750,24.2,17.7,67,9,25.0,100.38,0
4751,23.5,18.0,71,6,25.0,100.36,0
4752,23.8,17.6,68,0,25.0,100.33,0
4753,24.4,17.0,63,6,25.0,100.28,0
4754,23.9,19.3,75,6,25.0,100.21,0
4755,23.3,19.9,81,4,25.0,100.14,0
4756,22.8,20.4,86,7,12.9,100.1,1
4757,20.6,18.6,88,19,4.8,100.08,1
4758,19.6,18.5,93,15,3.2,100.01,1
4759,19.9,19.1,95,9,6.4,99.99,1
4760,21.5,20.4,93,19,12.9,99.87,1
4761,22.9,21.3,91,17,9.7,99.84,1
4762,24.7,20.8,79,19,16.1,99.79,0
4763,27.2,20.4,66,22,16.1,99.75,0
4764,28.3,21.0,65,17,16.1,99.72,0
4765,29.4,22.3,66,9,19.3,99.66,0
4766,25.5,23.1,87,17,6.4,99.65,1
4767,25.8,22.0,80,4,24.1,99.69,0
4768,23.8,21.7,88,24,16.1,99.81,1
4769,25.9,22.2,80,7,24.1,99.83,0
4770,26.0,20.4,71,19,24.1,99.84,0
