,id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
35032,3719183,(2015 JD1),0.201629919,0.450858206,42811.44638,41255755.03,Earth,False,20.6,True
3265,3645192,(2013 ND24),0.152951935,0.342010925,105812.5514,31369084.04,Earth,False,21.2,True
4377,2005604,5604 (1992 FE),0.934447651,2.089488469,37834.44757,11489705.59,Earth,False,17.27,True
26558,3448993,(2009 DM45),0.152951935,0.342010925,62687.17254,2209158.75,Earth,False,21.2,True
17871,3346460,(2006 SS134),0.139493823,0.311917671,58821.83119,6308106.833,Earth,False,21.4,True
38246,2152754,152754 (1999 GS6),0.380675544,0.851216393,42169.87467,16720587.19,Earth,False,19.22,True
88773,54166597,(2021 NT1),0.179702855,0.401827799,65665.04162,38288643.76,Earth,False,20.85,True
69965,2230111,230111 (2001 BE10),0.40230458,0.899580388,26992.63694,64280669.43,Earth,False,19.1,True
7077,54213634,(2021 UM5),0.124897854,0.279280092,69715.70582,6762592.792,Earth,False,21.64,True
61839,3653970,(2013 WT45),0.231502122,0.517654482,30956.06616,26540628.86,Earth,False,20.3,True
79894,54051125,(2020 QD),0.146067964,0.326617897,77723.06424,10662543.56,Earth,False,21.3,True
55267,2475534,475534 (2006 TS7),0.152249185,0.340439527,65205.13436,2887536.74,Earth,False,21.21,True
4138,2419624,419624 (2010 SO16),0.210162379,0.469937367,40831.2178,34748948.33,Earth,False,20.51,True
78404,3653699,(2013 VY13),0.152951935,0.342010925,95527.51705,71469390.77,Earth,False,21.2,True
4393,3776278,(2017 MU8),0.133215567,0.297879063,45305.7184,12612318.81,Earth,False,21.5,True
15339,2232691,232691 (2004 AR1),0.280902094,0.628116177,38818.68389,22414093.22,Earth,False,19.88,True
276,3838020,(2019 BT2),0.211132445,0.472106499,45380.53178,63351591.52,Earth,False,20.5,True
29621,3647695,(2013 RC32),0.101054342,0.225964377,55687.7442,19910728.69,Earth,False,22.1,True
68882,3726510,(2015 PM307),0.121494041,0.271668934,123484.8555,22960018.51,Earth,False,21.7,True
24341,2525268,525268 (2004 XL14),0.146067964,0.326617897,63997.59469,74246442.35,Earth,False,21.3,True
45866,2483508,483508 (2003 CR1),0.253837029,0.567596853,39316.46438,18601963.85,Earth,False,20.1,True
4419,2277570,277570 (2005 YP180),0.360209346,0.805452583,59951.25911,15007763.31,Earth,False,19.34,True
45777,2085990,85990 (1999 JV6),0.234722638,0.524855773,42015.25853,10330724.61,Earth,False,20.27,True
19510,3582516,(2011 UV63),0.121494041,0.271668934,44295.83952,51977183.48,Earth,False,21.7,True
28790,2360191,360191 (1988 TA),0.201629919,0.450858206,76728.77857,42341162.23,Earth,False,20.6,True
37575,2511684,511684 (2015 BN509),0.18304378,0.409298336,103950.2765,49955801.19,Earth,False,20.81,True
23407,2434326,434326 (2004 JG6),0.52547853,1.175005715,72315.44673,50526675.6,Earth,False,18.52,True
56372,2436774,436774 (2012 KY3),0.535247906,1.196850702,55347.42145,68289167.71,Earth,False,18.48,True
48818,3781301,(2017 QY34),0.175612319,0.392681082,62812.03699,6328367.292,Earth,False,20.9,True
41561,3623673,(2013 AX52),0.237987955,0.532157245,58990.99148,54277242.12,Earth,False,20.24,True
39289,3791243,(2017 XA1),0.146067964,0.326617897,43613.84683,49256198.0,Earth,False,21.3,True
44754,2413260,413260 (2003 TL4),0.342416731,0.765667087,37248.27069,3868378.661,Earth,False,19.45,True
6505,3393169,(2007 VD12),0.278326768,0.622357573,39197.47437,63088322.26,Earth,False,19.9,True
37292,2504034,504034 (2005 UJ159),0.802703167,1.794898848,87056.10191,40387515.86,Earth,False,17.6,True
85432,54229754,(2021 XJ5),0.16926025,0.378477424,26052.03988,59979515.94,Earth,False,20.98,True
21193,2085990,85990 (1999 JV6),0.234722638,0.524855773,41158.18189,47256919.13,Earth,False,20.27,True
10016,3765646,(2016 XH2),0.152951935,0.342010925,57307.71252,55954059.03,Earth,False,21.2,True
38807,2467460,467460 (2006 JF42),0.384197891,0.859092601,90464.17141,56311447.93,Earth,False,19.2,True
2933,3102742,(2002 AS4),0.124324001,0.277996917,108208.3023,5781076.559,Earth,False,21.65,True
24460,2141432,141432 (2002 CQ11),0.2658,0.594346868,59645.59999,64683690.45,Earth,False,20.0,True
77094,2612143,612143 (2000 BO28),0.284809831,0.636854144,63986.56195,10980791.89,Earth,False,19.85,True
31412,2263976,263976 (2009 KD5),0.555334912,1.241766613,27573.43423,35446725.93,Earth,False,18.4,True
26824,2297300,297300 (1998 SC15),0.360209346,0.805452583,36553.27897,29748750.96,Earth,False,19.34,True
41647,2138175,138175 (2000 EE104),0.223128464,0.498930414,29813.85943,49512408.32,Earth,False,20.38,True
56625,2525356,525356 (2005 BG14),0.488151892,1.091540813,134672.7115,66282571.54,Earth,False,18.68,True
56597,3604307,(2012 KC6),0.127219879,0.284472297,53934.01046,55191037.97,Earth,False,21.6,True
70861,3715507,(2015 GY),0.121494041,0.271668934,23421.61074,54954804.47,Earth,False,21.7,True
18041,3651153,(2013 TR132),0.253837029,0.567596853,66836.98492,37048285.12,Earth,False,20.1,True
40528,3884238,(2019 US10),0.192555078,0.430566244,53229.03245,49016043.46,Earth,False,20.7,True
46224,3644046,(2013 LN31),0.2658,0.594346868,147723.5149,66820444.98,Earth,False,20.0,True
90090,3146499,(2003 AF23),0.166170902,0.371569432,68334.27371,61721946.0,Earth,False,21.02,True
56570,2085990,85990 (1999 JV6),0.234722638,0.524855773,58247.57266,31864571.45,Earth,False,20.27,True
46208,3770288,(2017 DN109),0.116025908,0.259441818,91802.91898,24917589.53,Earth,False,21.8,True
40391,2143487,143487 (2003 CR20),0.483676488,1.081533507,128053.544,64731141.16,Earth,False,18.7,True
9165,3169271,(2003 WH166),0.105816886,0.23661375,35397.08472,16323354.35,Earth,False,22.0,True
48908,2281375,281375 (2008 JV19),0.192555078,0.430566244,52004.10633,36595190.49,Earth,False,20.7,True
38389,3774603,(2017 JT2),0.433066886,0.968366995,89159.09016,47892908.16,Earth,False,18.94,True
89259,2455176,455176 (1999 VF22),0.189913124,0.424658654,90376.48763,5366107.476,Earth,False,20.73,True
29159,3476771,(2009 VQ44),0.110803882,0.247765013,107744.9075,9429469.083,Earth,False,21.9,True
5068,2451370,451370 (2011 AK5),0.133215567,0.297879063,45848.2582,32232596.82,Earth,False,21.5,True
6555,2065690,65690 (1991 DG),0.407901194,0.912094798,61374.1721,37056012.27,Earth,False,19.07,True
53317,3711785,(2015 DP155),0.127219879,0.284472297,15897.62298,3444542.179,Earth,False,21.6,True
58824,2365014,365014 (2008 OX2),0.242412481,0.542050786,53942.98245,21209820.97,Earth,False,20.2,True
87403,2267337,267337 (2001 VK5),0.646479826,1.445572836,43098.37425,46405598.56,Earth,False,18.07,True
89003,54049873,(2020 OT6),0.252670754,0.564988982,62060.23689,54373306.69,Earth,False,20.11,True
1733,2356991,356991 (1998 QA1),0.4411182,0.986370281,59427.66481,35679997.87,Earth,False,18.9,True
11016,2206910,206910 (2004 NL8),1.010543415,2.259643771,96964.70597,47064523.61,Earth,False,17.1,True
11140,2517103,517103 (2013 EM20),0.273246732,0.610998268,71369.37606,71016743.67,Earth,False,19.94,True
49418,3799787,(2018 EB),0.110803882,0.247765013,57140.65051,28496276.3,Earth,False,21.9,True
83859,54145212,(2021 JF6),0.274507982,0.613818507,151528.296,29687712.22,Earth,False,19.93,True
61625,2380636,380636 (2004 XN14),0.299609084,0.669946278,51571.99211,25008320.22,Earth,False,19.74,True
32744,3550057,(2010 UG7),0.121494041,0.271668934,75540.51011,21486262.71,Earth,False,21.7,True
54271,2484506,484506 (2008 ER7),0.2658,0.594346868,43516.1822,43206411.52,Earth,False,20.0,True
29243,3483055,(2009 XV),0.167708462,0.375007522,49541.72407,10186798.53,Earth,False,21.0,True
35043,2482250,482250 (2011 LL2),0.278326768,0.622357573,48066.01149,15399036.09,Earth,False,19.9,True
86026,2454094,454094 (2013 BZ45),0.110803882,0.247765013,52621.83812,44358484.63,Earth,False,21.9,True
30843,54049873,(2020 OT6),0.252670754,0.564988982,48449.46443,73441070.56,Earth,False,20.11,True
20095,54092904,(2020 WT2),0.161642283,0.361443134,43934.01034,68361916.91,Earth,False,21.08,True
57913,2522684,522684 (2016 JP),0.157962856,0.353215683,41405.85749,7292689.717,Earth,False,21.13,True
30705,3520759,(2010 JJ41),0.116025908,0.259441818,71611.43262,7520338.077,Earth,False,21.8,True
58473,2359369,359369 (2009 YG),0.555334912,1.241766613,66153.3471,52970458.21,Earth,False,18.4,True
77569,2508967,508967 (2004 VC17),0.555334912,1.241766613,80955.02515,59350683.1,Earth,False,18.4,True
41949,3631824,(2013 ED28),0.133215567,0.297879063,95290.85963,27912583.1,Earth,False,21.5,True
69681,3733140,(2015 VE1),0.167708462,0.375007522,31358.27077,4789947.781,Earth,False,21.0,True
3022,3102724,(2002 AV),0.175612319,0.392681082,55873.50272,5551369.643,Earth,False,20.9,True
27541,3457438,(2009 HV2),0.146067964,0.326617897,36537.64901,19510232.0,Earth,False,21.3,True
67225,2516155,516155 (2016 DP),0.246919266,0.552128263,79597.29499,36127011.01,Earth,False,20.16,True
18017,2312070,312070 (2007 TA19),0.343997255,0.769201246,107159.4067,55221269.35,Earth,False,19.44,True
67518,3002856,(1991 GO),0.2658,0.594346868,99664.49027,46888927.92,Earth,False,20.0,True
24190,3765661,(2016 XW17),0.22108281,0.494356193,121813.5518,64891624.99,Earth,False,20.4,True
84778,54180389,(2010 BV132),0.140137697,0.313357417,37225.23182,64486536.33,Earth,False,21.39,True
10676,3557196,(2011 CC22),0.167708462,0.375007522,77665.87802,62529915.6,Earth,False,21.0,True
24991,2401954,401954 (2002 RW25),0.46190746,1.032856481,57026.30156,45214149.62,Earth,False,18.8,True
72616,2011500,11500 Tomaiyowit (1989 UR),0.576175751,1.288368146,58348.51878,27978846.8,Earth,False,18.32,True
60176,3633048,(2013 FX7),0.127219879,0.284472297,26601.09622,65728872.53,Earth,False,21.6,True
70108,2365424,365424 (2010 KX7),0.110803882,0.247765013,43570.97725,30461664.77,Earth,False,21.9,True
84961,54161734,(2021 MX),0.109283596,0.244365549,117283.5238,4539136.076,Earth,False,21.93,True
23660,2069230,69230 Hermes (1937 UB),0.836671502,1.870854353,100231.9326,48560723.76,Earth,False,17.51,True
18160,3591407,(2011 XA3),0.22108281,0.494356193,152245.252,69684435.6,Earth,False,20.4,True
88707,2438955,438955 (2010 LN14),0.165407416,0.369862226,28732.32797,47905561.65,Earth,False,21.03,True
16486,2434326,434326 (2004 JG6),0.52547853,1.175005715,57259.41049,33097543.95,Earth,False,18.52,True
79794,3781594,(2017 SN2),0.160160338,0.358129403,56703.36322,39890336.5,Earth,False,21.1,True
36172,2510529,510529 (2012 EY11),0.121494041,0.271668934,17892.79937,9630521.246,Earth,False,21.7,True
46847,2310442,310442 (2000 CH59),0.284809831,0.636854144,81548.80852,48258286.22,Earth,False,19.85,True
61100,2087684,87684 (2000 SY2),1.608996045,3.597824532,86361.38438,51669970.99,Earth,False,16.09,True
63412,2003361,3361 Orpheus (1982 HR),0.35200998,0.787118244,26570.91505,63890349.89,Earth,False,19.39,True
64774,2551685,551685 (2013 HT15),0.120935826,0.270420729,48260.83969,51237375.46,Earth,False,21.71,True
14399,2250680,250680 (2005 QC5),0.315177333,0.704757942,29288.34569,38497503.76,Earth,False,19.63,True
29808,2152637,152637 (1997 NC1),0.670741189,1.499822895,47848.98934,46875531.64,Earth,False,17.99,True
5650,2468727,468727 (2010 JE87),0.186446818,0.41690776,43421.63181,65092922.79,Earth,False,20.77,True
53067,3549694,(2010 TX168),0.253837029,0.567596853,109454.5962,64302773.13,Earth,False,20.1,True
49282,2456938,456938 (2007 YV56),0.166937912,0.373284519,69637.45733,61968500.31,Earth,False,21.01,True
26243,3427741,(2008 RM98),0.22108281,0.494356193,50875.68958,17480061.36,Earth,False,20.4,True
28477,3574344,(2011 OV18),0.305179233,0.682401509,60645.21559,60951752.13,Earth,False,19.7,True
9419,3423024,(2008 PF1),0.105816886,0.23661375,86080.64995,47918394.13,Earth,False,22.0,True
68065,2388188,388188 (2006 DP14),0.415484643,0.929051906,67765.46988,51074890.02,Earth,False,19.03,True
1680,3798993,(2018 BA7),0.483676488,1.081533507,56585.95866,8558259.513,Earth,False,18.7,True
55403,2529366,529366 (2009 WM1),0.22108281,0.494356193,56784.52818,44632739.29,Earth,False,20.4,True
51989,3666783,(2014 FO47),0.232570688,0.520043867,64096.36816,51790778.88,Earth,False,20.29,True
54726,3842750,(2018 PP29),0.127219879,0.284472297,56304.37819,48906148.29,Earth,False,21.6,True
90277,3153516,(2003 HN16),0.092162655,0.206081961,53493.68237,14796774.37,Earth,False,22.3,True
12184,2525356,525356 (2005 BG14),0.488151892,1.091540813,89603.09795,11925594.55,Earth,False,18.68,True
34314,2483422,483422 (2000 CE59),0.22108281,0.494356193,49671.41173,50790890.37,Earth,False,20.4,True
27478,54016975,(2020 JU),0.181365625,0.405545866,40664.28934,51190541.92,Earth,False,20.83,True
40888,2380636,380636 (2004 XN14),0.299609084,0.669946278,24543.17764,39983351.05,Earth,False,19.74,True
41224,2613286,613286 (2005 YQ96),0.199781365,0.446724713,59192.68555,53552226.11,Earth,False,20.62,True
51461,3381448,(2007 PV27),0.242412481,0.542050786,51413.50714,21248057.56,Earth,False,20.2,True
24156,3767037,(2017 BD29),0.121494041,0.271668934,31405.26589,43215009.69,Earth,False,21.7,True
6514,3714452,(2015 FQ117),0.201629919,0.450858206,51512.22048,58498631.29,Earth,False,20.6,True
25854,2348306,348306 (2005 AY28),0.13018321,0.291098508,49520.74157,57838886.0,Earth,False,21.55,True
76555,2152685,152685 (1998 MZ),0.373727432,0.835679943,68095.69586,61511606.41,Earth,False,19.26,True
32507,3785780,(2017 TV4),0.421264611,0.941976306,91061.84429,33212935.64,Earth,False,19.0,True
9041,3157022,(2003 MS2),0.152249185,0.340439527,38464.94888,44329794.14,Earth,False,21.21,True
59844,3335613,(2006 LD1),0.175612319,0.392681082,59376.13824,46887692.16,Earth,False,20.9,True
11539,3475238,(2009 VZ),0.146067964,0.326617897,58805.73056,45995459.59,Earth,False,21.3,True
32022,2085640,85640 (1998 OX4),0.160160338,0.358129403,62438.50509,28212605.26,Earth,False,21.1,True
38577,3373980,(2007 HA),0.231502122,0.517654482,60063.96441,47900859.66,Earth,False,20.3,True
38234,2192642,192642 (1999 RD32),1.494703242,3.342258056,67691.33656,22258406.24,Earth,False,16.25,True
69897,3740897,(2016 BC14),0.175612319,0.392681082,22382.30365,32994004.84,Earth,False,20.9,True
53330,3801934,(2018 EJ4),0.141434375,0.316256878,22258.47375,2136068.148,Earth,False,21.37,True
27199,2453707,453707 (2010 XY72),0.46190746,1.032856481,66776.47741,41359182.65,Earth,False,18.8,True
18816,2453563,453563 (2010 BB),0.235806068,0.527278398,74013.94883,61274338.68,Earth,False,20.26,True
3889,2434326,434326 (2004 JG6),0.52547853,1.175005715,43674.09772,6453653.802,Earth,False,18.52,True
8483,2415713,415713 (1998 XX2),0.278326768,0.622357573,84841.6811,72208471.85,Earth,False,19.9,True
16138,2483989,483989 (2006 CY10),0.211132445,0.472106499,37925.72195,21786317.71,Earth,False,20.5,True
41294,2281375,281375 (2008 JV19),0.192555078,0.430566244,30888.1022,38657477.2,Earth,False,20.7,True
31968,3046125,(2000 QV7),0.13018321,0.291098508,74187.19241,22640466.65,Earth,False,21.55,True
2322,2337558,337558 (2001 SG262),0.366906138,0.820427065,70244.19726,31056481.3,Earth,False,19.3,True
13621,2455687,455687 (2005 EK94),0.366906138,0.820427065,35375.75189,18610711.78,Earth,False,19.3,True
5779,3690051,(2014 SM143),0.231502122,0.517654482,44390.11466,61198517.93,Earth,False,20.3,True
17688,3674335,(2014 MK55),0.139493823,0.311917671,27130.67704,18008458.01,Earth,False,21.4,True
69620,2162120,162120 (1998 SH36),0.211132445,0.472106499,42977.40671,31006497.64,Earth,False,20.5,True
51028,2440212,440212 (2004 OB),0.447254765,1.000092059,77667.55607,69895922.47,Earth,False,18.87,True
6713,2138175,138175 (2000 EE104),0.223128464,0.498930414,20946.52093,25452388.87,Earth,False,20.38,True
94,3125003,(2002 JE9),0.139493823,0.311917671,50481.48332,55614625.95,Earth,False,21.4,True
85326,2469445,469445 (2002 LT24),0.1034082,0.231227764,58889.58293,27376211.5,Earth,False,22.05,True
38327,2366746,366746 (2004 LJ),0.246919266,0.552128263,50644.21034,64976557.82,Earth,False,20.16,True
29190,3791243,(2017 XA1),0.146067964,0.326617897,36961.50863,34460865.89,Earth,False,21.3,True
10171,54138703,(2021 HS),0.404161533,0.903732663,98869.99494,42192633.94,Earth,False,19.09,True
28521,3699478,(2014 WV363),0.40230458,0.899580388,80701.31327,57586075.39,Earth,False,19.1,True
82112,3146499,(2003 AF23),0.166170902,0.371569432,56823.72327,6992609.585,Earth,False,21.02,True
46303,3605900,(2012 MJ6),0.160160338,0.358129403,56772.51465,38301209.67,Earth,False,21.1,True
45332,3757001,(2016 PR8),0.46190746,1.032856481,46905.30734,24620751.44,Earth,False,18.8,True
67291,2368565,368565 (2004 FE5),0.255008688,0.570216761,121763.5,68248055.73,Earth,False,20.09,True
56219,2531914,531914 (2013 BW76),0.542693946,1.213500554,102704.5269,72242733.14,Earth,False,18.45,True
28176,2065679,65679 (1989 UQ),0.340843469,0.762149166,69985.01291,58404432.99,Earth,False,19.46,True
9976,3182189,(2004 KB),0.160899605,0.359782453,43045.35977,27580462.41,Earth,False,21.09,True
50281,3791243,(2017 XA1),0.146067964,0.326617897,42675.04901,45524854.13,Earth,False,21.3,True
89565,2154275,154275 (2002 SR41),0.259749653,0.580817882,62502.98317,66792848.45,Earth,False,20.05,True
51697,2216985,216985 (2000 QK130),0.160160338,0.358129403,14634.12062,39279590.28,Earth,False,21.1,True
42585,3392365,(2007 VT6),0.211132445,0.472106499,76336.94845,18566737.85,Earth,False,20.5,True
35242,2162474,162474 (2000 LB16),0.555334912,1.241766613,86704.70948,43953996.0,Earth,False,18.4,True
37981,3175330,(2004 CO49),0.127219879,0.284472297,76240.56753,57598546.87,Earth,False,21.6,True
30756,2375103,375103 (2007 TD71),0.555334912,1.241766613,103575.5387,28637525.68,Earth,False,18.4,True
38488,3837719,(2019 AP6),0.152951935,0.342010925,25862.79182,60640352.06,Earth,False,21.2,True
10368,3263235,(2004 XO),0.127219879,0.284472297,54932.77472,52347330.62,Earth,False,21.6,True
659,2474231,474231 (2001 HZ7),0.2658,0.594346868,47454.77095,7246322.95,Earth,False,20.0,True
25159,2314212,314212 (2005 NJ1),0.530340723,1.185877909,50802.22538,38788072.87,Earth,False,18.5,True
39853,3455137,(2009 FU23),0.257368254,0.575492912,43539.79575,63352210.39,Earth,False,20.07,True
68698,3730321,(2015 TR178),0.127219879,0.284472297,50282.84319,41218542.14,Earth,False,21.6,True
62256,3114027,(2002 CD14),0.219055911,0.489823908,101076.2037,61799261.21,Earth,False,20.42,True
45305,3765705,(2016 XC18),0.110803882,0.247765013,74032.98697,6288513.372,Earth,False,21.9,True
38679,3022970,(1999 SG10),0.211132445,0.472106499,93567.73059,29794918.18,Earth,False,20.5,True
24317,2065690,65690 (1991 DG),0.407901194,0.912094798,39549.83024,26218110.03,Earth,False,19.07,True
2614,2454100,454100 (2013 BO73),0.244655496,0.547066321,80783.77622,51163069.2,Earth,False,20.18,True
30831,3588013,(2011 WL2),0.192555078,0.430566244,31581.26548,20752083.26,Earth,False,20.7,True
58385,3124996,(2002 JX8),0.218049441,0.487573371,66689.23904,60291152.07,Earth,False,20.43,True
20322,3376262,(2007 JY2),0.121494041,0.271668934,56939.75577,16666164.26,Earth,False,21.7,True
38498,3711785,(2015 DP155),0.127219879,0.284472297,38484.74639,38766685.74,Earth,False,21.6,True
22001,3393169,(2007 VD12),0.278326768,0.622357573,58234.61149,2385673.271,Earth,False,19.9,True
77984,2523609,523609 (2005 PJ2),0.350392641,0.783501764,123348.3941,73820480.12,Earth,False,19.4,True
24106,3837989,(2019 BG2),0.110803882,0.247765013,25034.02506,71754854.07,Earth,False,21.9,True
22532,3399918,(2008 AH33),0.334622375,0.748238376,96449.67278,71789547.53,Earth,False,19.5,True
28310,3542519,(2010 PK9),0.116025908,0.259441818,81406.95484,35646224.62,Earth,False,21.8,True
173,2523804,523804 (2000 YF29),0.239086457,0.534613571,26416.38529,2776683.672,Earth,False,20.23,True
3505,2031669,31669 (1999 JT6),1.780553292,3.981438198,49188.81003,28520726.1,Earth,False,15.87,True
64467,2422686,422686 (2000 AC6),0.133830462,0.29925401,37026.75671,52183487.04,Earth,False,21.49,True
76923,2364136,364136 (2006 CJ),0.246919266,0.552128263,102222.252,40256312.4,Earth,False,20.16,True
72,3653190,(2013 US3),0.145396843,0.325117225,60442.5024,73445496.68,Earth,False,21.31,True
29637,3511355,(2010 DJ77),0.108082399,0.241679592,49420.67577,28944342.79,Earth,False,21.954,True
2660,2141053,141053 (2001 XT1),0.46190746,1.032856481,46408.45813,23266133.93,Earth,False,18.8,True
24865,2297418,297418 (2000 SP43),0.506471459,1.132504611,80805.25722,42407211.84,Earth,False,18.6,True
18142,3555162,(2011 AM24),0.211132445,0.472106499,56858.18032,69854610.49,Earth,False,20.5,True
14923,3788048,(2017 UX5),0.283501249,0.633928065,75981.17728,67911700.81,Earth,False,19.86,True
39364,2154269,154269 (2002 SM),0.738847787,1.652113876,56625.97792,52593107.25,Earth,False,17.78,True
73729,2456938,456938 (2007 YV56),0.166937912,0.373284519,65643.82594,59657422.09,Earth,False,21.01,True
11433,3267783,(2005 DD),0.231502122,0.517654482,37333.49283,22126311.63,Earth,False,20.3,True
3574,3419891,(2008 OO),0.305179233,0.682401509,64394.5407,52477922.5,Earth,False,19.7,True
68,2425755,425755 (2011 CP4),0.152951935,0.342010925,138119.6179,42449777.79,Earth,False,21.2,True
55318,3177204,(2004 FW1),0.175612319,0.392681082,83800.51196,9660687.88,Earth,False,20.9,True
2194,3346460,(2006 SS134),0.139493823,0.311917671,40995.0403,69184441.47,Earth,False,21.4,True
20238,2199003,199003 (2005 WJ56),0.620233153,1.386883492,44206.8435,43843958.54,Earth,False,18.16,True
25046,2171576,171576 (1999 VP11),0.506471459,1.132504611,57618.85511,27547690.86,Earth,False,18.6,True
5825,2020425,20425 (1998 VD35),0.22108281,0.494356193,69953.34183,39510900.99,Earth,False,20.4,True
16632,54184708,(2021 PC9),0.152951935,0.342010925,70743.99745,63661628.76,Earth,False,21.2,True
79053,2496901,496901 (2001 HB),0.22108281,0.494356193,112289.3034,47567192.18,Earth,False,20.4,True
51313,3736659,(2015 XK351),0.236894499,0.529712204,69453.79222,10845965.94,Earth,False,20.25,True
12213,54235530,(2022 AY1),0.104846751,0.234444462,48492.54518,44648000.65,Earth,False,22.02,True
31571,3756949,(2016 PF8),0.146067964,0.326617897,47854.1794,25284947.66,Earth,False,21.3,True
47316,3774614,(2017 JE3),0.101054342,0.225964377,62521.87209,16357257.48,Earth,False,22.1,True
9305,54065895,(2020 TH5),0.163890952,0.366471308,29502.91872,20071944.06,Earth,False,21.05,True
88326,3125005,(2002 JQ9),0.377185489,0.843412394,51020.17202,60010661.21,Earth,False,19.24,True
34769,3728857,(2015 SY16),0.121494041,0.271668934,56990.56848,56647045.99,Earth,False,21.7,True
20218,3825086,(2018 LK),0.118728499,0.265484994,80399.04524,57943651.64,Earth,False,21.75,True
14646,3299722,(2005 VO5),0.291443905,0.651688382,36767.952,37680648.89,Earth,False,19.8,True
79351,2378160,378160 (2006 WX1),0.308003021,0.688715693,37025.73678,42982731.18,Earth,False,19.68,True
87794,2001862,1862 Apollo (1932 HA),1.594244681,3.564839479,84796.48687,31657761.36,Earth,False,16.11,True
60433,2350751,350751 (2002 AW),0.182202771,0.407417781,35935.24047,9244448.024,Earth,False,20.82,True
9467,3249347,(2004 PS42),0.146067964,0.326617897,42981.402,58465182.49,Earth,False,21.3,True
84992,3050517,(2000 TU28),0.160160338,0.358129403,19603.06973,57885622.97,Earth,False,21.1,True
25401,3781911,(2017 SL17),0.105816886,0.23661375,50953.33694,16451289.33,Earth,False,22.0,True
69893,3582143,(2011 UT20),0.219055911,0.489823908,79384.19893,43841931.71,Earth,False,20.42,True
4074,3841701,(2019 JB1),0.167708462,0.375007522,110625.6977,19522923.54,Earth,False,21.0,True
47460,3789083,(2017 UQ51),0.189913124,0.424658654,85132.19452,72898077.25,Earth,False,20.73,True
53491,2189865,189865 (2003 NC),0.373727432,0.835679943,77599.52004,44227276.06,Earth,False,19.26,True
47383,2529951,529951 (2010 UD),0.167708462,0.375007522,51293.67356,20987186.92,Earth,False,21.0,True
18731,2216258,216258 (2006 WH1),0.234722638,0.524855773,35933.20319,5430591.219,Earth,False,20.27,True
76406,3710913,(2015 DB1),0.116025908,0.259441818,67528.33856,44141371.47,Earth,False,21.8,True
73931,3467177,(2009 SB),0.211132445,0.472106499,146654.7951,72593505.37,Earth,False,20.5,True
28289,2614470,614470 (2009 ST19),0.557898221,1.247498347,34107.61602,9698708.0,Earth,False,18.39,True
41362,3307228,(2005 XT77),0.152951935,0.342010925,62143.12124,42079996.47,Earth,False,21.2,True
28248,2008566,8566 (1996 EN),1.407845434,3.148038092,76334.17679,29053282.4,Earth,False,16.38,True
63520,3582137,(2011 UG20),0.139493823,0.311917671,80442.43218,46044112.66,Earth,False,21.4,True
40849,3620863,(2012 XA133),0.167708462,0.375007522,57738.14,38861542.92,Earth,False,21.0,True
82712,54110457,(2021 CK2),0.18817199,0.42076536,61066.77021,6135934.989,Earth,False,20.75,True
59306,3644702,(2013 NV),0.242412481,0.542050786,84548.71262,22036732.08,Earth,False,20.2,True
8567,2499582,499582 (2010 TH19),0.210162379,0.469937367,47582.34495,45240944.62,Earth,False,20.51,True
14512,2187040,187040 (2005 JS108),0.378926498,0.847305409,22493.81696,18876243.92,Earth,False,19.23,True
39479,2363344,363344 (2002 QC7),0.267026877,0.597090249,46945.34248,72052745.39,Earth,False,19.99,True
19333,2140158,140158 (2001 SX169),0.542693946,1.213500554,44015.43375,39668130.43,Earth,False,18.45,True
7078,2006489,6489 Golevka (1991 JX),0.384197891,0.859092601,44507.44898,13802581.16,Earth,False,19.2,True
81118,54054747,(2020 TF),0.121494041,0.271668934,38196.40632,24723422.38,Earth,False,21.7,True
61290,3553279,(2010 XB24),0.116025908,0.259441818,86908.73447,55394394.66,Earth,False,21.8,True
40767,3634847,(2013 GA80),0.133215567,0.297879063,62350.54579,51623996.35,Earth,False,21.5,True
15696,3297378,(2005 UT64),0.242412481,0.542050786,38055.0684,24416313.52,Earth,False,20.2,True
42966,2382758,382758 (2003 GY),0.242412481,0.542050786,23334.95087,11859987.83,Earth,False,20.2,True
54400,2523685,523685 (2014 DN112),0.262153087,0.586192124,77429.94793,63536716.89,Earth,False,20.03,True
84676,54146072,(2021 KD),0.122618211,0.274182656,51379.9803,12740869.94,Earth,False,21.68,True
87555,3555165,(2011 AT26),0.127219879,0.284472297,50960.27478,33679946.84,Earth,False,21.6,True
27780,2450263,450263 (2003 WD158),0.421264611,0.941976306,87502.68063,63022495.16,Earth,False,19.0,True
10882,3774612,(2017 JF3),0.116025908,0.259441818,43313.45329,56572041.43,Earth,False,21.8,True
33488,3699506,(2014 WE365),0.167708462,0.375007522,71330.04459,21905368.73,Earth,False,21.0,True
16309,2138404,138404 (2000 HA24),0.356906927,0.79806815,57099.19775,35127679.51,Earth,False,19.36,True
24244,3421513,(2008 OX1),0.133215567,0.297879063,60065.60952,7307153.228,Earth,False,21.5,True
19002,2438955,438955 (2010 LN14),0.165407416,0.369862226,91928.78056,53127988.45,Earth,False,21.03,True
60794,54091633,(2020 WP1),0.242412481,0.542050786,106691.3789,65726552.53,Earth,False,20.2,True
