,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
162204,0.507,1978,0.0931,"['Jerry Garcia Band', 'Jerry Garcia']",0.574,353987,0.51,0,5RE2ifRcAE1qILd7tGWKpU,0.00433,7,0.0659,-8.394,1,Rain,20,1978-04-15,0.0237,106.338
8382,0.207,1963,0.872,['Sam Cooke'],0.521,245933,0.311,0,6X4cYTbSlb1xSS4WEMbDGm,1.71e-06,5,0.184,-12.033,1,Get Yourself Another Fool,43,1963-08,0.0269,71.806
143772,0.496,1958,0.982,['Woody Guthrie'],0.708,105667,0.371,0,2hIkunwNJZ0wVo2Xn1pwFY,1.62e-06,6,0.174,-12.11,1,Howdido,6,1958,0.333,55.378
43258,0.322,1950,0.927,['E.E. Cummings'],0.711,59693,0.0523,0,26NG3Rr4gCBeKiLmTaIUIR,0.0,8,0.448,-25.818,1,This Little Bride and Groom,3,1950-01-01,0.609,128.189
8792,0.964,1965,0.243,['Herb Alpert & The Tijuana Brass'],0.762,154440,0.498,0,2XdUwMWATBQCwemga7jfjA,0.92,8,0.0747,-10.415,1,Whipped Cream,42,1965-04-01,0.0484,147.836
162696,0.935,1980,0.305,['Orchestral Manoeuvres In The Dark'],0.581,252160,0.807,0,4QeM8yeUPd31gl9c3KtoYN,0.6829999999999999,1,0.0714,-7.246,1,Messages - Remastered,31,1980-02-22,0.0328,122.123
48440,0.912,1976,0.664,['Ramon Ayala Y Sus Bravos Del Norte'],0.8370000000000001,174693,0.575,0,0jobOWmn5t5VmSXkld0SWi,0.0,8,0.0664,-5.402,1,Carino Mio,42,1976,0.0751,118.444
41111,0.696,1939,0.978,['Rita Ampatzi'],0.405,190160,0.6409999999999999,0,2aluGIjlNXXyq2RZBLWL1k,0.737,0,0.258,-6.175,1,Mia kokkinoforemeni,0,1939-02-22,0.0489,116.509
108620,0.863,2019,0.13,['YoungBoy Never Broke Again'],0.643,181437,0.77,1,5IdAcHb4cwtexqMlOojWhR,0.0,5,0.247,-4.524,0,In Control,61,2019-10-11,0.228,170.00599999999997
134196,0.302,1987,0.0846,['Rush'],0.62,276373,0.7829999999999999,0,6052jtfgpaXiVlHLUnoFFm,0.0164,6,0.0891,-7.926,1,Second Nature,31,1987-01-01,0.0348,120.054
9548,0.892,1969,0.758,['Johnny Cash'],0.685,225040,0.486,0,4VkgY55sUbfszX3XjS3LxW,0.0,10,0.716,-11.898,1,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",49,1969-06-05,0.3229999999999999,101.539
101609,0.969,1984,0.00258,['R.E.M.'],0.461,254200,0.888,0,1JwJ1zTz4kPcNO2NW80Pp1,0.0212,0,0.151,-6.966,1,7 Chinese Bros.,28,1984-05-11,0.0276,133.446
93209,0.149,1936,0.989,['Master Mohammad'],0.243,202487,0.233,0,7HIk1GoCkODxhO2uRlcLXH,0.117,4,0.0857,-7.722,1,Duniya Ki Karni Bharni Hai,0,1936-12-31,0.0416,70.209
72209,0.224,2005,0.00473,['Lil Wayne'],0.526,320547,0.7170000000000001,1,3DXjKH4NR0tRS44Sb1H8fw,0.0,6,0.096,-7.182,0,Tha Mobb,47,2005-01-01,0.363,149.226
141242,0.711,1940,0.927,"['Francisco Canaro', 'Francisco Amor']",0.421,200587,0.409,0,4WEeGsY1MR3DYQp1GXPuiy,0.132,9,0.315,-9.057,0,La Melodía del Corazón - Remasterizado,0,1940-01-24,0.043,136.315
40212,0.431,1935,0.994,"['Kakkia Mendri', 'Lidia Likiardopoulou']",0.222,209773,0.22,0,1GdzuoH5lIknSQN0oHeysB,0.762,2,0.125,-16.811,1,Adika pigan ta niata mou,0,1935-01-01,0.0357,91.472
97547,0.385,1964,0.12,['The Ventures'],0.269,179467,0.595,0,4IMiNnhaGLU0BhUZVoCveO,0.804,9,0.0732,-8.184,1,The House Of The Rising Sun,18,1964-01-01,0.0381,117.511
81139,0.8109999999999999,1964,0.779,['Earl Hines'],0.522,151947,0.557,0,10ugsW7VNz3ePFqX4nsLHP,0.252,2,0.205,-9.608,0,Frankie and Johnnie,27,1964,0.0277,87.859
14556,0.354,1994,0.8959999999999999,['The Smashing Pumpkins'],0.422,190587,0.208,0,6N7JMoaUYgo4pwPgsnSobr,0.0265,10,0.192,-15.886,1,Landslide - Remastered,59,1994,0.0318,111.549
8348,0.6709999999999999,1963,0.5920000000000001,['Dexter Gordon'],0.528,495373,0.583,0,5KQ6uddno2Hht84gJDHsPF,0.0,7,0.305,-8.776,0,A Night In Tunisia - Remastered,46,1963,0.0643,96.284
103202,0.228,1992,0.0878,['Red House Painters'],0.337,589440,0.399,0,7qfdXy1NqvyXDt9epJrhip,3.11e-06,10,0.334,-15.894,1,Medicine Bottle,39,1992-09-14,0.03,150.893
135314,0.77,1992,0.77,['Jorge Negrete'],0.509,169973,0.363,0,1alyNZG9KRgo9QEs7alv92,0.01,7,0.193,-7.077999999999999,1,La Que Se Fue,30,1992-04-28,0.0334,140.571
99570,0.945,1974,0.0498,"['Sinn Sisamouth', 'Ros Serey Sothea', 'Pan Ron', 'Dara Jamchan']",0.532,114155,0.642,0,2tf5hStAqrVVmmAt8DTltO,0.047,0,0.421,-8.08,1,Voy Ho (Maok Pi Naok),27,1974-05-13,0.0365,120.243
148585,0.225,1984,0.809,['Laura Branigan'],0.742,200533,0.0474,0,1uP5n8oo6iuldxcizgXEFi,1.46e-06,0,0.0512,-17.2,1,Will You Still Love Me Tomorrow,36,1984,0.0483,104.929
90970,0.346,2014,0.0336,"['Afrojack', 'Wrabel']",0.523,229149,0.861,0,2ldAdghnrO34HPcZ0IWfTu,0.0,0,0.144,-3.447,1,Ten Feet Tall,64,2014-01-01,0.0644,127.049
88494,0.962,2001,0.519,['Los Tigres Del Norte'],0.8420000000000001,183360,0.63,0,1wsPiN2Y0cIvMDbLK8ywkt,3.46e-06,5,0.104,-7.074,0,El Contagio,49,2001-01-01,0.0985,100.316
127782,0.192,1955,0.936,['Mel Tormé'],0.147,213173,0.272,0,6IVzz1gyuhYkiRXovb3S9U,0.00941,8,0.254,-12.556,1,How Long Has This Been Going On - 2015 Remastered Version,4,1955-01-01,0.0403,64.819
31208,0.635,1983,0.102,['The Motels'],0.725,216533,0.73,0,08pnzLwZrh8lernK2aRaGz,0.0912,2,0.0931,-7.072,1,Suddenly Last Summer,42,1983-09-16,0.0266,120.257
6493,0.0946,1954,0.934,"['Oscar Peterson', 'Buddy DeFranco']",0.315,251267,0.156,0,03XGcqAzeSw8T4KU2IjS5g,0.623,9,0.231,-15.693,0,It Ain't Necessarily So,30,1954-01-01,0.0319,109.749
152739,0.736,2005,0.296,['Joaquin Phoenix'],0.635,170067,0.6940000000000001,0,0tjtod4JTa6lwO5WfHyZvu,0.0,1,0.184,-7.026,1,Cocaine Blues,38,2005-01-01,0.059,122.929
80010,0.407,1958,0.845,"['Ella Fitzgerald', 'Paul Weston And His Orchestra']",0.613,226613,0.174,0,1FIkhPVchSeLTinKQcC5tV,0.0,7,0.0642,-14.402,1,You Can Have Him,20,1958-01-01,0.0918,122.167
70313,0.759,1996,0.0167,['Anti-Flag'],0.53,219773,0.67,0,32DlWww7sxo7y6yJEgSeP9,0.00106,9,0.19,-7.532,1,Die for the Government,48,1996,0.236,159.093
90706,0.304,2012,0.00957,"['Flume', 'T-Shirt']",0.528,231106,0.757,0,1iLH4eIX2JISmOqLQb9hDQ,5.53e-05,6,0.145,-5.422999999999999,1,On Top,50,2012-11-09,0.212,93.007
66737,0.7070000000000001,1978,0.59,['Tanya Tucker'],0.455,184827,0.537,0,1gJpDnhZHOLgaXRZDV5jfI,0.0,11,0.267,-14.896,1,Lizzie And The Rainman,31,1978-01-01,0.115,89.322
20532,0.277,1929,0.921,['Alessandra De Negri'],0.431,241359,0.024,0,1hKjmKcxW79F3uo9jLzOsw,0.0,2,0.101,-22.991,0,Romance de Don Boiso - Canciones Populares Antiguas,0,1929,0.0393,98.844
126432,0.846,1948,0.995,"['Suraiya', 'G. M. Durrani']",0.675,184933,0.132,0,51rts4SLbI9LkaUOLkbpph,0.499,10,0.319,-14.552,1,Kyon Dil Mein Mere Base Ho,0,1948-01-01,0.0663,69.314
8299,0.226,1963,0.959,['Julie London'],0.192,169600,0.229,0,3esK0w6IPlcvCa27sqUYeg,0.00146,7,0.0693,-13.828,1,The End Of The World,52,1963,0.0309,85.516
87684,0.643,1997,0.0112,['Maná'],0.7190000000000001,322360,0.794,0,7gOeUcYAfLL54tltGpVghx,0.000574,9,0.0725,-4.51,1,Un Lobo Por Tu Amor,47,1997-10-10,0.0316,107.49
27401,0.7290000000000001,1964,0.96,"['Stan Getz', 'João Gilberto', 'Antônio Carlos Jobim']",0.583,166267,0.179,0,7hMxgxRPeWfm0DRWRBmGrW,0.0691,2,0.11,-17.761,1,Doralice,38,1964-03-01,0.111,161.882
85503,0.8240000000000001,1985,0.0361,['a-ha'],0.669,254533,0.616,0,5CXuHc7GfGJOCMvMn3G4r7,0.0132,9,0.0629,-15.981,1,Train of Thought,44,1985-06-01,0.0402,139.523
38851,0.735,1927,0.995,['Francisco Canaro'],0.8170000000000001,172307,0.133,0,6gWGONAZWO5W0duMcaQgTt,0.249,7,0.131,-12.71,1,Sin Rumbo - Instrumental (Remasterizado),0,1927-09-17,0.145,113.705
118121,0.926,1986,0.115,['Pet Shop Boys'],0.653,307440,0.94,0,4ETtqOYhgPo9fKKOSQK4vY,0.00567,0,0.504,-4.981,1,Suburbia - 2001 Remaster,25,1986-03-24,0.0492,123.947
14644,0.774,1995,0.232,['Rhett Akins'],0.64,243107,0.7879999999999999,0,7riuy1t0Kt3SRgMtFxX0FR,0.0,7,0.144,-9.012,1,That Ain't My Truck,61,1995-01-01,0.035,128.961
90402,0.688,2011,0.172,['Calibre 50'],0.649,259560,0.68,0,3RqnWbtQpoeoU7EpS5H7VS,0.0,3,0.161,-2.652,1,El Tierno Se Fue,57,2011-01-01,0.0752,154.951
78469,0.664,1950,0.665,['La Roscada'],0.615,386052,0.294,0,0V7SFxvxLKazc8mrxPg0Yz,0.0187,2,0.66,-12.037,0,Con tu vida en pie (En Vivo),0,1950,0.0491,121.58
121275,0.349,2002,0.00038,['Breaking Benjamin'],0.536,225707,0.913,0,0l6B40r8GpsS4DA0Uk9n1P,0.615,4,0.101,-6.587999999999999,1,Medicate,41,2002-01-01,0.0474,120.024
28012,0.5529999999999999,1967,0.722,['Johnny Rivers'],0.423,218387,0.467,0,60DmpUd1BnemzjASiUewnf,2.38e-06,6,0.255,-12.194,0,The Poor Side Of Town,42,1967-02-10,0.0317,104.165
115435,0.847,1973,0.0464,['Elton John'],0.672,232333,0.862,0,5lnkNO3Si97dpuKQY8z5OT,0.0012,4,0.176,-6.488,1,Midnight Creeper,31,1973-01-22,0.0492,136.28799999999998
119273,0.5920000000000001,1992,0.353,['Gregory Isaacs'],0.861,303267,0.217,0,24RqLyY2w1QDZ3GJJ4xgrj,0.0181,7,0.117,-15.112,0,House Of The Rising Sun,48,1992-01-01,0.342,75.656
14822,0.479,1996,0.563,['Tracy Lawrence'],0.856,185360,0.517,0,2TIEeLrOQrGnO2D2OeDDJu,0.000164,6,0.144,-9.232,0,Time Marches On,64,1996-01-02,0.0293,118.399
134434,0.688,1988,0.294,['Mike Stern'],0.62,462373,0.7859999999999999,0,4ij4adsjNf7Ualn361bEHA,0.7170000000000001,1,0.112,-11.184,1,Chromazone,37,1988-03-08,0.0417,120.444
85565,0.928,1986,0.191,['Alphaville'],0.556,240960,0.787,0,1wM7EO7FKR0i26UqLN9p2l,0.00386,0,0.263,-11.403,1,Dance With Me,49,1986-05-23,0.0275,139.35299999999998
166308,0.78,1999,0.0846,['Lil Wayne'],0.561,286200,0.763,1,7e7YCETIA8xoF9IlWR64Xz,0.0,8,0.0622,-6.327999999999999,0,Fuck Tha World,34,1999-01-01,0.322,82.15799999999999
76755,0.184,1939,0.988,['Dick Haymes'],0.329,178307,0.282,0,15fR9AMwmkrjiIH6ywgDA1,0.0697,0,0.212,-10.835,1,Everytime I Meet You,0,1939,0.0364,74.567
61235,0.307,1950,0.939,['Madhabi Ghosh'],0.424,196907,0.222,0,0IcYICX8tet7XhZkwiS1Eh,0.0943,9,0.183,-11.563,1,Katha Nay Ogo Kono Katha Nay,0,1950-12-01,0.0345,122.776
44653,0.728,1957,0.838,['Javier Solís'],0.619,177293,0.283,0,1CIyd46tQyPxDLbjltcS1R,1.07e-05,0,0.0909,-10.419,1,Me Recordarás,19,1957,0.0292,105.145
57484,0.612,1926,0.996,['Francisco Canaro'],0.358,166347,0.525,0,3cq55sVmNhfoaukk7L4kIY,0.8909999999999999,5,0.519,-11.438,0,Así es el Mundo - Remasterizado,0,1926-07-12,0.0398,69.562
107507,0.177,2014,0.274,['Lana Del Rey'],0.33,399084,0.507,1,6ayKgleoMF26lvU1Z7wVm7,4.65e-06,5,0.122,-6.367999999999999,0,Cruel World,58,2014-01-01,0.0339,122.164
45933,0.8270000000000001,1963,0.7979999999999999,['The Dukes Of Dixieland'],0.483,389493,0.556,0,13iL8Dd72zrSTC9DuQ50Pp,0.00259,8,0.882,-13.973,0,Wolverine Blues,27,1963-11-26,0.0998,126.294
99042,0.682,1971,0.508,['Allman Brothers Band'],0.481,223493,0.7140000000000001,0,1yZaVkklBi3CBDJ9t4f63N,7.979999999999999e-05,7,0.39,-8.294,0,"Trouble No More - Live At The Fillmore East, March 12 & 13, 1971",26,1971-07-01,0.0739,145.333
70023,0.599,1994,0.0516,['Dave Matthews Band'],0.491,426240,0.8190000000000001,0,4yFyjRx1e8w2iupncTBBtv,0.000153,6,0.522,-6.622000000000001,0,Warehouse,39,1994-09-27,0.0324,117.548
170100,0.965,2018,0.37,['Natanael Cano'],0.765,125412,0.539,0,3TgelNfEK1DnYrsHOBxaVJ,0.0,11,0.039,-5.0280000000000005,0,El De Los Lentes Gucci,63,2018-07-10,0.0437,99.94
31160,0.96,1983,0.183,"['James Ingram', 'Michael McDonald']",0.818,279413,0.512,0,5edioRF5SIeNzZafgd1Py1,4.2e-06,0,0.0439,-12.491,1,Yah Mo B There,54,1983-01-01,0.0363,117.842
115197,0.252,1971,0.4320000000000001,['Graham Nash'],0.512,241373,0.326,0,7zBjkTKA30atLdFnKDZMGV,0.00223,2,0.11,-14.778,1,There's Only One,26,1971,0.0291,122.935
83965,0.039,1978,0.982,['Harold Budd'],0.171,382867,0.0332,0,4z5mBEeCOoWqqbK8rOwDN1,0.472,1,0.101,-22.575,1,Let Us Go Into The House Of The Lord/Butterfly Sunday,35,1978,0.0482,172.938
160736,0.518,1970,0.343,['Funkadelic'],0.6459999999999999,154693,0.816,0,7A1ikINaBKXL2BZNPJ8dWl,0.815,2,0.0372,-7.474,1,As Good As I Can Feel - 1969 Version,23,1970-02-24,0.0479,89.926
162542,0.349,1979,0.015,['Aerosmith'],0.312,255133,0.762,0,5CzpawxAIyjPiIG1f1cu8H,7.829999999999999e-05,9,0.0482,-10.209,1,Cheese Cake,24,1979-11-16,0.0463,130.048
150398,0.8,1993,0.301,['Óscar Medina'],0.6709999999999999,247413,0.489,0,2sPdqccFbGrD3RkIAiQ6Zs,0.0,6,0.127,-10.588,1,Si Tienes Fe,35,1993-05-01,0.0296,122.337
136387,0.0674,1998,0.292,['Guardianes Del Amor'],0.443,268973,0.375,0,3bukDXkdwGUdmla2QuyDTn,0.0,1,0.106,-9.518,1,Mi Corazón Continuará (My Heart Will Go On),42,1998-07-07,0.0252,100.036
70738,0.322,1998,0.425,['Dave Matthews Band'],0.358,448424,0.737,0,7fJ4lTPcGd1NmZdlAwpRJ4,0.0203,5,0.0869,-9.375,1,The Stone,41,1998-04-28,0.0445,121.251
108549,0.204,2019,0.547,['ROLE MODEL'],0.575,163340,0.679,1,28sNP4vXS6EtFr2VKPhCTQ,0.0,1,0.34,-4.442,1,minimal,64,2019-05-03,0.0432,169.886
109838,0.228,1945,0.8490000000000001,"['Frank Sinatra', 'Bobby Tucker Singers']",0.19,204120,0.296,0,3J17z2legpNaM42TwrmoD4,0.00674,6,0.348,-12.347,0,White Christmas (with The Bobby Tucker Singers),1,1945,0.0341,96.34
161203,0.915,1973,0.79,['Cheo Feliciano'],0.76,267133,0.852,0,6ozE9D9oUpXNdTJ6tcmmWr,8.47e-06,8,0.3,-3.512,1,Comadrita,22,1973-12-31,0.0789,98.86
119318,0.917,1992,0.351,['The Oak Ridge Boys'],0.815,158960,0.42,0,5hMuBMTHOtADH8RprzVDAV,0.000148,0,0.0574,-13.373,1,Elvira,32,1992-01-01,0.0296,126.521
40641,0.755,1937,0.912,"[""Juan D'Arienzo""]",0.833,181029,0.295,0,4vXxNxZouictxa2TOt6N86,0.0831,4,0.103,-13.489,1,Rodriguez Peña,2,1937-04-12,0.348,130.429
168317,0.0657,2009,0.715,['Gregory Alan Isakov'],0.361,300400,0.341,0,5FY6QpvB4NDI14MCx5T9xi,0.0147,5,0.105,-12.62,1,This Empty Northern Hemisphere,46,2009-05-15,0.03,93.451
3117,0.472,1937,0.7490000000000001,"['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']",0.603,190400,0.236,0,4hSlREru7xCcxQIDnVNWnG,0.0,2,0.105,-16.802,1,The Last Cowboy Song,4,1937,0.044,126.284
161445,0.496,1974,0.0434,['Commander Cody and His Lost Planet Airmen'],0.28,243467,0.322,0,3wDGQtnQczVG4qCsrwd2q1,0.0118,0,0.943,-17.222,1,"Down To Seeds And Stems Again Blues - Live (1973/Austin, TX)",17,1974-01-01,0.0506,206.5
24427,0.0659,1949,0.968,"['Maurice Ravel', 'Charles Gerhardt', 'National Philharmonic Orchestra']",0.189,626973,0.117,0,559vgltEKnuE2qdU8K5YCS,0.897,3,0.104,-22.07,0,"Introduction and Allegro in G-Flat Major, M. 46",14,1949,0.0456,66.82600000000001
13284,0.963,1988,0.346,['Los Fabulosos Cadillacs'],0.708,279987,0.672,0,198qSChSMQFuSimdeeY9gK,1.97e-05,7,0.382,-5.537999999999999,1,Vasos Vacíos - Remasterizado 2008,73,1988-06-18,0.0352,134.635
164552,0.158,1990,0.966,['Vince Guaraldi Trio'],0.359,348760,0.106,0,5dn2ogDHiTDFMwW597ip2T,0.871,7,0.0985,-21.187,0,Manha De Carnaval,28,1990-01-01,0.0332,87.49600000000002
109630,0.606,1942,0.98,"['Γιάννης Ιωαννίδης', 'Λίζα Κουρούκλη']",0.701,128078,0.0811,0,5iXbVBQDaQPD7CfMWr7DzE,0.0,4,0.63,-18.984,1,Λίγο απ' όλα,0,1942-01-01,0.94,137.779
7892,0.387,1961,0.86,"['Patsy Cline', 'The Jordanaires']",0.409,201400,0.109,0,0fapa7T65WvgjRCd5PGkP2,0.000316,8,0.122,-20.255,1,The Wayward Wind,40,1961-11-27,0.0311,106.387
67999,0.956,1984,0.483,['Carpenters'],0.742,71800,0.518,0,7rFZX2XXhCPB7F5Qil2S1I,0.0,5,0.0796,-11.027,1,Jingle Bells,37,1984-01-15,0.0414,126.246
62379,0.546,1956,0.688,['Judy Garland'],0.544,127973,0.327,0,0DGU5EQEZMn8jEoabCFJwx,0.0,2,0.7709999999999999,-13.821,1,I Feel A Song Comin' On,15,1956,0.0808,108.799
791,0.5429999999999999,1925,0.995,['Ignacio Corsini'],0.513,163920,0.0658,0,3pDMFFshCPFbNQMJWCJxnH,0.888,10,0.114,-24.642,1,Sarita - Remasterizado,0,1925-04-25,0.0677,113.2
39708,0.843,1931,0.986,"['Frédéric Chopin', 'Robert Lortat']",0.382,68413,0.195,0,4ecVAVBcOncoRKWVPZKvXu,0.904,1,0.0995,-24.13,1,"12 Études, Op. 25: No. 8 in D-Flat Major ""Sixths""",0,1931,0.0378,73.11399999999998
71627,0.627,2002,0.286,['David Bowie'],0.7829999999999999,251800,0.6940000000000001,1,4r8cI0SCP8c0juGDEMreEW,0.0214,10,0.0597,-7.854,1,Fame - 1999 Remaster,43,2002,0.0681,95.755
6400,0.61,1953,0.96,['Gigi Gryce - Clifford Brown Sextet'],0.5710000000000001,232160,0.352,0,6xz69PAtF0UZgTGHSXcoxr,0.922,8,0.211,-15.249,1,All the Things You Are - Master Take,9,1953-09-01,0.0439,104.942
104163,0.899,1997,0.286,['Laura Leon'],0.623,255680,0.523,0,4M3IGu3TmSVtpTuhpu5EKw,0.0,2,0.0931,-11.427,0,Dos Mujeres un Camino,48,1997,0.0398,173.63
151923,0.8909999999999999,2001,0.423,['Luis y Julian'],0.609,198320,0.6779999999999999,0,5kTjj2NeWlC1aw7pCasRSm,0.0,5,0.13,-6.425,1,Misa De Cuerpo Presente,41,2001-01-01,0.495,182.042
119783,0.0928,1994,0.0348,['Nine Inch Nails'],0.593,341200,0.953,1,7BHOCLm5ZYpbOB1nVjAj2i,0.0336,4,0.148,-6.682,1,I Do Not Want This,38,1994-03-08,0.119,117.884
127106,0.0366,1951,0.985,"['Richard Wagner', 'Festspiel-Orchester Bayreuth /Herbert von Karajan', 'Herbert von Karajan']",0.0828,252453,0.267,0,2H3b2NjiIPoE8shZWCn9Fn,0.89,11,0.226,-11.92,1,"Die Walküre (2007 - Remaster), Act III, Dritte Szene: Feuerzauber (Magic fire music)",0,1951,0.0379,83.102
167047,0.39,2002,0.037,['Jay Chou'],0.607,251160,0.785,0,0RF0KWRmViSC222kfVJsPo,2.52e-06,1,0.364,-3.81,1,最後的戰役,45,2002-07-30,0.0316,118.997
143625,0.286,1957,0.8859999999999999,['Lyle Ritz'],0.73,173093,0.0557,0,29zT5zb0QtlyY9FQutYHxF,0.93,7,0.122,-27.034,1,I'm Beginning To See The Light,6,1957-01-01,0.0986,116.026
135963,0.961,1996,0.188,['Frankie Ruiz'],0.8270000000000001,302253,0.7809999999999999,0,7DcJXd2xxVcohwehWahFJJ,0.000759,7,0.249,-5.914,1,Tú Con Él,63,1996-06-18,0.0502,95.411
85271,0.87,1984,0.107,['The Judds'],0.562,175133,0.6509999999999999,0,0fbEIukqO7z03nkiEOc9PL,1.3e-05,11,0.143,-9.47,1,Girls Night Out,30,1984-10-15,0.0574,187.618
12777,0.532,1985,3.48e-05,['The Cult'],0.5429999999999999,237213,0.83,0,5kxjIRL11yyWLjrAPzYObI,0.893,0,0.346,-6.412999999999999,1,Rain (2009 Remaster),46,1985,0.0316,122.529
66878,0.727,1979,0.000131,['Joy Division'],0.472,136107,0.777,0,4yvgL1k1WkuSEHkMPhDF5X,0.6559999999999999,9,0.541,-6.516,1,Interzone - 2019 Digital Master,40,1979-06-15,0.0506,156.481
31156,0.759,1983,0.0169,['Midnight Star'],0.8759999999999999,485013,0.8,0,42UpH9fz5utv8tkvOgh5Qb,0.0053799999999999,2,0.0382,-8.142000000000001,1,Freak-a-Zoid,43,1983-01-01,0.0519,120.829
54469,0.379,2006,0.111,"['Birdman', 'Lil Wayne']",0.8240000000000001,291413,0.6709999999999999,1,2QUVk7QscEdZiHi7zs4ycM,1.24e-06,8,0.0899,-7.212999999999999,0,Leather So Soft,50,2006-01-01,0.242,144.991
142212,0.552,1950,0.994,['Stella Xaskil'],0.535,219307,0.22,0,1aaGnTWvvZ9rgGk41qoDSq,0.22,11,0.111,-14.623,1,Sevilianes,0,1950-01-01,0.0319,106.587
105369,0.0798,2003,0.00624,['AFI'],0.285,239173,0.8440000000000001,0,0NeIz7cs9CxdgFdnB7IOKz,1.52e-05,8,0.183,-4.893,0,Death Of Seasons,42,2003,0.0632,159.076
144191,0.134,1961,0.6990000000000001,['Johnny Mathis'],0.187,293933,0.374,0,1IQ8NtsHqJw7dU9dhVtPC1,1.11e-05,0,0.339,-11.435,1,Stairway to the Stars,6,1961-02-27,0.0312,83.83200000000002
109166,0.779,1930,0.992,['Αντώνης Διαμαντίδης'],0.469,185427,0.425,0,4PzJ9naTfSLKqwqN0HZZ4r,0.00012,7,0.314,-9.681,1,Τρία παιδιά Βολιώτικα,0,1930-01-01,0.0501,126.753
125756,0.375,1942,0.115,['Orchestra Studio 7'],0.371,250018,0.443,0,7xxUnryGk3VlppokGSHdY5,0.233,0,0.377,-11.952,1,Malafemmena - Instrument and base Version,0,1942-11-13,0.0336,107.361
149122,0.7979999999999999,1987,0.8690000000000001,['Los Alegres De Teran'],0.489,188773,0.379,0,3AY2QF9wmdKgiCzVIQeMVX,4.43e-06,4,0.262,-5.143,1,Caminos De Guanajuato,33,1987,0.102,184.868
21115,0.41,1931,0.649,['Эрих Мария Ремарк'],0.716,126500,0.132,1,346MjtljVjbjkwd0qpj20r,0.0,9,0.125,-18.718,1,Часть 2.10 - Обратный путь,0,1931,0.946,130.127
83136,0.647,1974,0.748,['Ismael Miranda'],0.545,279747,0.524,0,1XLGCy0MAxhGEXANYokDsk,7.82e-05,10,0.0674,-6.9110000000000005,0,La Cama Vacía,28,1974-01-01,0.0284,95.182
47196,0.389,1969,0.687,['Nick Drake'],0.4370000000000001,198813,0.321,0,3k5C3vlDqE5rOqiikOjJ10,0.669,3,0.1639999999999999,-15.441,1,The Thoughts Of Mary Jane,39,1969-07-03,0.0319,122.786
47788,0.389,1972,0.205,['CAN'],0.358,289333,0.556,0,38jqyFghcqZbGubCgOvCkJ,0.5529999999999999,4,0.473,-12.21,0,Sing Swan Song - 2004 Remastered Version,32,1972,0.0942,154.132
76389,0.938,1936,0.765,['Legión Española'],0.6559999999999999,172176,0.452,0,4vu85EVoHKJfRoVWG8U4LP,0.968,0,0.233,-8.787,1,Viva la Jota - Remastered,3,1936-06-15,0.0345,128.511
110768,0.823,1949,0.778,['Toño Escobar Y Sus Locos'],0.524,182133,0.826,0,2MpOaVOvJsWDLb2p5faBLJ,0.93,5,0.311,-6.249,1,Mocambo,0,1949,0.0701,135.27
32479,0.868,1989,0.0851,['Pat Benatar'],0.679,323493,0.705,0,64k3qg5AwnINfBXmCJOHA3,0.00096,2,0.0674,-8.939,0,Love Is A Battlefield,45,1989-01-01,0.049,90.598
2075,0.466,1932,0.984,"['Henry Hall', 'The BBC Dance Orchestra']",0.622,189827,0.0339,0,3GjpOQMgRVNNhKmmOrf91p,0.0527,10,0.107,-20.621,1,By the Sycamore Tree,4,1932,0.0495,119.086
113669,0.181,1964,0.992,"['Frédéric Chopin', 'Arthur Rubinstein']",0.269,222173,0.0372,0,7okKvdleT3J4My0srfGEWG,0.8320000000000001,1,0.0843,-31.45300000000001,0,"3 Waltzes, Op. 64: No. 2 in C-Sharp Minor",19,1964,0.0425,74.04899999999998
41803,0.0602,1943,0.956,"['Richard Rodgers', 'Julie Andrews', 'Alfred Antonini', 'Jon Cypher']",0.266,170760,0.239,0,4fkZxmWKOla40GwvwPYu4G,0.00115,5,0.149,-15.521,1,Cinderella (1957): Do I Love You Because You're Beautiful? - Voice,1,1943,0.0404,128.874
92532,0.343,1926,0.995,['Ignacio Corsini'],0.583,200480,0.0555,0,6yW4sujpCyltMODU1XvzvW,0.875,7,0.117,-24.572,0,Margarita - Remasterizado,0,1926-04-25,0.0723,81.3
34801,0.4370000000000001,2001,0.733,['Alicia Villarreal'],0.53,217040,0.298,0,5tPxcLBsfj9yZS4PAiOr9G,3.54e-06,2,0.117,-7.228,1,Te Quedó Grande La Yegua,59,2001-01-01,0.047,147.415
50023,0.8370000000000001,1984,0.957,['José Alfredo Jimenez'],0.606,150400,0.215,0,2z79qCDpc8W5V3WaG3LOHC,0.0,5,0.178,-16.545,1,Cuatro Caminos,47,1984,0.0522,98.156
115359,0.328,1972,0.1689999999999999,['Stephen Stills'],0.407,262693,0.385,0,3A18MwZEe8vxNcivnaaLzv,0.176,9,0.212,-13.056,1,Jet Set (Sigh),27,1972,0.0576,198.989
