tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,budget,popularity,revenue
tt0280707,Gosford Park,2001,137,"Comedy,Drama,Mystery",7.2,89477,19800000,14.101101,87754044
tt0283084,Tuck Everlasting,2002,90,"Drama,Family,Fantasy",6.6,24373,15000000,5.951492,19158074
tt0283160,Extreme Ops,2002,93,"Action,Adventure,Thriller",4.4,5578,40000000,2.947411,10959475
tt0283426,The Jungle Book 2,2003,72,"Adventure,Animation,Comedy",5.3,16863,20000000,10.605851,135680000
tt0283900,The Spanish Apartment,2002,122,"Comedy,Drama,Romance",7.3,41638,5300000,5.94395,3897799
tt0285531,Dreamcatcher,2003,136,"Drama,Horror,Sci-Fi",5.5,93801,68000000,7.694847,75715436
tt0285823,Once Upon a Time in Mexico,2003,102,"Action,Crime,Thriller",6.3,164262,29000000,8.843365,98185582
tt0286106,Signs,2002,106,"Drama,Mystery,Sci-Fi",6.8,367660,72000000,11.211568,408247917
tt0286112,Shaolin Soccer,2001,113,"Action,Comedy,Fantasy",7.3,82729,0,8.461631,42776760
tt0286306,Deathwatch,2002,94,"Drama,Horror,Thriller",5.9,12802,0,4.766826,2270658
tt0286499,Bend It Like Beckham,2002,112,"Comedy,Drama,Romance",6.7,112197,3500159,6.262677,76578641
tt0287635,Pokemon 4Ever: Celebi - Voice of the Forest,2001,75,"Action,Adventure,Animation",5.7,8858,0,6.080108,28023563
tt0288477,Ghost Ship,2002,91,Horror,5.5,102866,35000000,13.955376,68349884
tt0289043,28 Days Later,2002,113,"Drama,Horror,Sci-Fi",7.5,419410,5000000,17.656951,82719885
tt0289408,The Powerpuff Girls Movie,2002,73,"Action,Adventure,Animation",6.5,10373,10000000,5.024459,11411644
tt0289879,The Butterfly Effect,2004,113,"Drama,Sci-Fi,Thriller",7.6,494934,13000000,12.994939,96060858
tt0289992,The Life of David Gale,2003,130,"Crime,Drama,Thriller",7.5,122095,50000000,9.930326,38955598
tt0290212,Full Frontal,2002,101,"Comedy,Romance",4.7,11127,2000000,2.186683,2506446
tt0290326,Tum Bin...: Love Will Find a Way,2001,158,"Drama,Romance",7.5,3577,0,0.371679,1486992
tt0290332,The Wash,2001,96,Comedy,4.7,7346,7000000,2.483032,10229331
tt0290334,X2: X-Men United,2003,134,"Action,Sci-Fi,Thriller",7.4,555238,110000000,0.913096,407711549
tt0290747,Man-Thing,2005,106,"Action,Adventure,Horror",4,6715,7500000,6.11959,143000
tt0291350,Millennium Actress,2001,87,"Animation,Drama,Fantasy",7.8,28983,0,5.330725,37641
tt0291502,Swept Away,2002,89,"Comedy,Romance",3.6,17094,10000000,3.492576,598645
tt0291928,G,2002,97,"Drama,Romance",5.1,760,0,0.884526,3020784
tt0292506,The Recruit,2003,115,"Action,Thriller",6.6,138086,0,11.485473,101191884
tt0292963,Before the Devil Knows You're Dead,2007,117,"Crime,Drama,Thriller",7.3,105934,18000000,9.309967,25005257
tt0293416,Metropolis,2001,108,"Adventure,Animation,Drama",7.2,21770,14500000,9.298092,95789342
tt0293564,Rush Hour 3,2007,91,"Action,Comedy,Crime",6.2,172225,140000000,9.718111,258022233
tt0293662,The Transporter,2002,92,"Action,Crime,Thriller",6.8,307371,21000000,13.217421,43928932
tt0294289,American Adobo,2001,104,"Comedy,Romance",4.7,194,344,0.158651,4
tt0294870,Rent,2005,135,"Drama,Musical,Romance",6.8,54189,40000000,9.530278,31670620
tt0295289,A Guy Thing,2003,101,"Comedy,Romance",5.6,17671,20000000,4.444724,17432163
tt0295297,Harry Potter and the Chamber of Secrets,2002,161,"Adventure,Family,Fantasy",7.4,643671,100000000,29.741452,876688482
tt0295721,Taxi 3,2003,84,"Action,Comedy,Crime",5.8,43657,14500000,5.892859,65497208
tt0299172,Home on the Range,2004,76,"Adventure,Animation,Comedy",5.4,23975,110000000,8.555544,103951461
tt0299930,Gigli,2003,121,"Comedy,Crime,Romance",2.6,49401,54000000,11.415316,7266209
tt0301978,Ten,2002,89,Drama,7.4,8232,0,0.984515,105656
tt0302886,Old School,2003,88,Comedy,7,235131,24000000,16.195894,87055349
tt0303243,Happy Times,2000,102,"Comedy,Drama,Romance",7.3,4072,1900000,0.653271,240093
tt0303361,May,2002,93,"Comedy,Drama,Horror",6.6,38151,500000,8.398158,150277
tt0303714,Barbershop,2002,102,"Comedy,Drama",6.3,32027,12000000,6.498789,75781642
tt0303816,Cabin Fever,2002,93,Horror,5.6,79880,1500000,6.466688,30553394
tt0303933,Drumline,2002,118,"Comedy,Drama,Music",5.9,35119,20000000,5.270187,57588485
tt0304711,The Order,2003,102,"Horror,Mystery,Thriller",5.1,18030,35000000,5.370818,11560806
tt0305224,Anger Management,2003,106,Comedy,6.2,218921,75000000,9.409379,195745823
tt0305396,The Crocodile Hunter: Collision Course,2002,90,"Action,Adventure,Comedy",5.4,8040,0,3.148745,33082548
tt0305669,Bringing Down the House,2003,105,Comedy,5.6,37965,20000000,5.762343,132675402
tt0306685,Cradle 2 the Grave,2003,101,"Action,Crime,Drama",5.8,45496,25000000,8.364587,56489558
tt0307479,Solaris,2002,99,"Drama,Mystery,Romance",6.2,84004,47000000,10.642824,30002758
tt0307596,"The Tulse Luper Suitcases, Part 1: The Moab Story",2003,127,"Adventure,Biography,Drama",6.7,1218,10000000,0.524432,25800
tt0307901,25th Hour,2002,135,Drama,7.6,180517,15000000,10.271871,13060843
tt0308363,Waiting for Happiness,2002,90,"Drama,Music",6.6,1046,0,0.35233,7406
tt0308772,Pure,2002,96,Drama,6.8,2712,0,5.682406,102471
tt0309377,Blood Work,2002,110,"Action,Crime,Drama",6.4,45949,50000000,5.852263,26199517
tt0309593,Final Destination 2,2003,90,"Horror,Thriller",6.2,170741,26000000,12.638573,90426405
tt0309698,Identity,2003,90,"Mystery,Thriller",7.3,252808,30000000,17.955897,90259536
tt0310281,A Mighty Wind,2003,91,"Comedy,Music",7.2,28556,6000000,4.672036,18750246
tt0310775,Sympathy for Mr. Vengeance,2002,129,"Crime,Drama,Thriller",7.5,70766,4000000,6.314697,1954937
tt0312004,The Curse of the Were-Rabbit,2005,85,"Adventure,Animation,Comedy",7.5,138475,30000000,11.766244,192452832
tt0312329,Against the Ropes,2004,110,"Biography,Drama,Romance",5.3,7258,39000000,1.381022,6614280
tt0313443,Out of Time,2003,105,"Crime,Drama,Mystery",6.5,62141,50000000,10.738888,55495563
tt0313542,Runaway Jury,2003,127,"Crime,Drama,Thriller",7.1,99252,60000000,8.810961,80154140
tt0313911,Agent Cody Banks,2003,102,"Action,Adventure,Comedy",5.1,35601,28000000,10.445141,58795814
tt0315733,21 Grams,2003,124,"Crime,Drama,Thriller",7.6,239412,20000000,6.372278,60427839
tt0315824,The Big Bounce,2004,88,"Comedy,Crime",4.9,18450,50000000,6.496271,6808550
tt0317219,Cars,2006,117,"Adventure,Animation,Comedy",7.2,428937,120000000,18.907948,461983149
tt0317303,Daddy Day Care,2003,92,"Comedy,Family",5.6,70382,60000000,6.504927,164433867
tt0317648,Hidalgo,2004,136,"Action,Adventure,Biography",6.7,83256,100000000,8.140709,108103450
tt0317676,House of the Dead,2003,90,"Action,Adventure,Horror",2.1,37638,7000000,5.701278,13818181
tt0317705,The Incredibles,2004,115,"Action,Adventure,Animation",8,745903,92000000,22.220214,631442092
tt0317740,The Italian Job,2003,111,"Action,Crime,Thriller",7,372995,60000000,13.995044,176070171
tt0318081,A Sound of Thunder,2005,110,"Action,Adventure,Horror",4.2,19974,80000000,4.980191,5989640
tt0318155,Looney Tunes: Back in Action,2003,93,"Adventure,Animation,Comedy",5.8,38442,80000000,13.666488,68514844
tt0318411,The Magdalene Sisters,2002,114,Drama,7.7,27582,0,5.725912,20957001
tt0318462,The Motorcycle Diaries,2004,126,"Adventure,Biography,Drama",7.7,102278,0,7.667491,16756372
tt0318649,Sahara,2005,124,"Action,Adventure,Comedy",6,99515,130000000,8.946243,119269486
tt0318761,Thumbsucker,2005,96,"Comedy,Drama",6.5,21559,0,5.884228,1919197
tt0319262,The Day After Tomorrow,2004,124,"Action,Adventure,Sci-Fi",6.4,454408,125000000,15.049695,544272402
tt0319736,The Legend of Bhagat Singh,2002,155,"Action,Biography,Drama",8.2,16707,3000000,0.904409,6000000
tt0320244,Party Monster,2003,98,"Biography,Crime,Drama",6.2,16557,5000000,3.007842,742898
tt0321376,Cuban Rafters,2002,120,Documentary,7.2,615,0,0.525869,62153
tt0322023,"Die, Mommie, Die!",2003,90,Comedy,6.4,2072,0,0.950658,320092
tt0322330,Freaky Friday,2003,97,"Comedy,Family,Fantasy",6.3,142030,26000000,7.867999,110230332
tt0325005,Antikiller,2002,114,"Action,Crime",5.5,1625,5000000,0.191539,340312
tt0325055,Sylvia,2003,110,"Biography,Drama,Romance",6.3,10979,7000000,11.37237,10000000
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,"Action,Adventure,Fantasy",8.1,1135591,140000000,47.326665,655011224
tt0326769,Biker Boyz,2003,110,"Action,Drama",4.6,13641,24000000,11.269558,23510601
tt0326905,The Great Raid,2005,132,"Action,Drama,War",6.6,23358,80000000,14.987902,10166502
tt0327036,Martin Lawrence Live: Runteldat,2002,113,"Comedy,Documentary",5.4,1750,3000000,0.527297,19184015
tt0327056,Mystic River,2003,138,"Crime,Drama,Mystery",7.9,461508,25000000,12.602438,156822020
tt0327162,The Stepford Wives,2004,93,"Comedy,Horror,Sci-Fi",5.3,67327,90000000,10.81552,102000000
tt0327247,The Whole Ten Yards,2004,98,"Comedy,Crime,Thriller",5.4,56973,40000000,7.15606,26155781
tt0327437,Around the World in 80 Days,2004,120,"Action,Adventure,Comedy",5.8,91222,110000000,7.825072,72178895
tt0328538,Thirteen,2003,100,Drama,6.8,90781,2000000,14.379879,4601043
tt0328962,Comedian,2002,82,"Comedy,Documentary",6.9,7096,0,7.938629,2744253
tt0329101,Freddy vs. Jason,2003,97,"Action,Horror",5.7,121582,30000000,14.015739,114908830
tt0329388,Monsieur Ibrahim,2003,96,"Comedy,Drama",7.3,11294,0,8.260823,11576431
tt0329575,Seabiscuit,2003,140,"Drama,History,Sport",7.3,74272,87000000,7.851669,148336445
tt0330602,Mambo Italiano,2003,88,"Comedy,Drama,Romance",6.7,6767,4361898,2.873356,3031801
tt0330691,The Card Player,2003,103,"Horror,Mystery,Thriller",4.8,5464,2600000,3.501564,1479042
tt0331632,Scooby-Doo 2: Monsters Unleashed,2004,93,"Adventure,Comedy,Family",5.2,59760,0,7.65458,181466833
tt0331952,The Clearing,2004,95,"Drama,Mystery,Thriller",5.8,14120,0,4.755759,12520799
tt0331953,Club Dread,2004,104,"Comedy,Horror,Mystery",5.6,30441,8500000,6.57613,5001655
tt0332047,Fever Pitch,2005,104,"Comedy,Drama,Romance",6.2,45959,30000000,6.734065,50451307
tt0333780,"Legally Blonde 2: Red, White & Blonde",2003,95,Comedy,4.7,68798,45000000,7.288046,124914842
tt0335119,Girl with a Pearl Earring,2003,100,"Biography,Drama,Romance",6.9,79322,0,7.008512,31466789
tt0335266,Lost in Translation,2003,102,"Comedy,Drama",7.7,460358,4000000,11.609441,119723856
tt0335345,The Passion of the Christ,2004,127,Drama,7.2,233993,30000000,13.194168,611899420
tt0335438,Starsky & Hutch,2004,101,"Comedy,Crime",6.1,149569,60000000,10.776138,170268750
tt0335559,Win a Date with Tad Hamilton!,2004,96,"Comedy,Romance",5.6,28471,17000000,5.924226,16980098
tt0337741,Something's Gotta Give,2003,128,"Comedy,Drama,Romance",6.7,123739,80000000,8.524847,266728738
tt0337921,Cellular,2004,94,"Action,Crime,Thriller",6.5,102288,25000000,5.918816,56422687
tt0338094,The Haunted Mansion,2003,99,"Comedy,Family,Fantasy",5.1,50657,90000000,11.605735,182290266
tt0338325,Paparazzi,2004,84,"Action,Crime,Drama",5.7,15284,20000000,12.553403,16605763
tt0338348,The Polar Express,2004,100,"Adventure,Animation,Comedy",6.6,219489,165000000,14.27536,305875730
tt0338427,Shopgirl,2005,106,"Drama,Romance",6.3,24242,10284523,4.349046,11588205
tt0338512,Two Brothers,2004,109,"Adventure,Drama,Family",7,15430,74500000,5.300303,62172050
tt0338526,Van Helsing,2004,131,"Action,Adventure,Fantasy",6,270712,160000000,12.643312,300257475
tt0338751,The Aviator,2004,170,"Biography,Drama",7.5,366234,116000000,9.86738,102000000
tt0339230,Kopps,2003,90,"Action,Comedy",6.7,21772,0,2.939129,8
tt0339412,Mr. 3000,2004,104,"Comedy,Drama,Romance",5.6,14717,30000000,4.902869,21800302
tt0339419,The Mudge Boy,2003,94,"Crime,Drama,Romance",7.1,4568,800000,7.137026,62852
tt0340377,The Station Agent,2003,89,"Comedy,Drama",7.6,71292,500000,5.85469,8679814
tt0340468,Bus 174,2002,150,"Crime,Documentary",7.8,8374,0,1.512013,217201
tt0342172,Capturing the Friedmans,2003,107,"Biography,Crime,Documentary",7.7,26149,0,4.453296,3117985
tt0343135,Along Came Polly,2004,90,"Comedy,Romance",6,138443,42000000,15.725542,171963386
tt0343660,50 First Dates,2004,99,"Comedy,Drama,Romance",6.8,360734,75000000,11.134888,196482882
tt0343737,The Good Shepherd,2006,167,"Drama,History,Thriller",6.7,104723,85000000,11.057536,59908565
tt0345074,Connie and Carla,2004,108,"Comedy,Crime,Music",6.2,8379,20000000,9.502332,11341016
tt0345551,Latter Days,2003,107,"Comedy,Drama,Romance",7,17992,850000,3.334942,819939
tt0347304,Kal Ho Naa Ho,2003,186,"Comedy,Drama,Musical",7.9,70828,0,5.584308,13200241
tt0348150,Superman Returns,2006,154,"Action,Adventure,Sci-Fi",6.1,285420,270000000,13.284712,391081192
tt0348836,Gothika,2003,98,"Horror,Mystery,Thriller",5.8,114723,40000000,10.939066,141591324
tt0349159,"The Book of Mormon Movie, Volume 1: The Journey",2003,120,Adventure,3,514,2000000,0.079856,1672730
tt0349467,Freedomland,2006,113,"Crime,Drama,Mystery",5.1,16574,37665000,5.388535,14655628
tt0351817,The Twilight Samurai,2002,129,"Drama,Romance",8.1,24311,5000000,4.281103,7338987
tt0352248,Cinderella Man,2005,144,"Biography,Drama,Romance",8,190079,88000000,6.363884,108539911
tt0352343,Facing Windows,2003,106,"Drama,Romance",7.2,11379,0,3.701538,15530077
tt0352622,Sky. Plane. Girl,2002,91,"Drama,Romance",6.7,579,0,0.518078,314195
tt0356470,A Cinderella Story,2004,95,"Comedy,Family,Romance",5.9,89539,19000000,8.385361,70067909
tt0357110,The Ballad of Jack and Rose,2005,112,Drama,6.5,11811,1500000,4.173231,712294
tt0357111,RRRrrrr!!!,2004,98,"Comedy,Crime,Mystery",5.8,14339,17820000,9.482248,14054361
tt0357277,Elektra,2005,97,"Action,Adventure,Crime",4.7,94448,43000000,13.802674,56681566
tt0357507,Boogeyman,2005,89,"Drama,Horror,Mystery",4.1,31577,20000000,9.704289,67192859
tt0358082,Robots,2005,91,"Adventure,Animation,Comedy",6.4,150804,75000000,12.949715,260696994
tt0358135,Shall We Dance,2004,106,"Comedy,Drama,Music",6.2,47820,50000000,9.082538,170128460
tt0358273,Walk the Line,2005,136,"Biography,Drama,Music",7.8,254148,28000000,11.476443,186438883
tt0359013,Blade: Trinity,2004,113,"Action,Horror,Sci-Fi",5.8,180577,65000000,18.860681,128905366
tt0359423,A Home at the End of the World,2004,97,"Drama,Romance",6.6,13725,6500000,4.136105,1548955
tt0359517,Johnson Family Vacation,2004,97,Comedy,4.5,8007,12000000,3.223039,31179516
tt0359950,The Secret Life of Walter Mitty,2013,114,"Adventure,Comedy,Drama",7.3,321912,90000000,8.684892,188133322
tt0360130,Undertow,2004,108,"Drama,Thriller",6.5,9098,0,2.799447,143597
tt0360139,Chasing Liberty,2004,101,"Comedy,Romance",6.1,40073,23000000,5.950792,12
tt0360323,10th & Wolf,2006,107,"Crime,Drama,Thriller",6.3,6642,8000000,3.034823,143451
tt0360486,Constantine,2005,121,"Action,Fantasy,Horror",7,351724,100000000,9.615691,230884728
tt0360717,King Kong,2005,187,"Action,Adventure,Drama",7.2,428342,207000000,19.761164,550000000
tt0361089,Valiant,2005,76,"Adventure,Animation,Comedy",5.5,23388,35000000,11.836827,19478106
tt0361841,Little Black Book,2004,107,"Comedy,Drama,Romance",5.3,18478,35000000,5.093704,22034832
tt0361862,The Machinist,2004,101,"Drama,Thriller",7.7,395394,5000000,10.737565,8203235
tt0362227,The Terminal,2004,128,"Comedy,Drama,Romance",7.4,465518,60000000,14.092373,219417255
tt0362270,The Life Aquatic with Steve Zissou,2004,119,"Action,Adventure,Comedy",7.2,200374,50000000,6.936677,34808403
tt0363163,Downfall,2004,156,"Biography,Drama,History",8.2,358354,18339750,7.69224,92180910
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,"Adventure,Family,Fantasy",6.9,404659,180000000,18.13542,748806957
tt0364569,Oldboy,2003,120,"Action,Drama,Mystery",8.4,584927,3000000,10.616859,14980005
tt0364961,The Assassination of Richard Nixon,2004,95,"Biography,Crime,Drama",6.9,25850,0,10.107677,3537961
tt0365125,A Dirty Shame,2004,89,Comedy,5.1,13115,15000000,7.665431,1914166
tt0365485,The Matador,2005,96,"Comedy,Crime,Thriller",6.7,45414,10000000,3.867472,17297244
tt0365675,The Red Baron,2008,106,"Action,Adventure,Biography",6.3,12635,18000000,4.918419,40239
tt0365737,Syriana,2005,128,"Drama,Thriller",6.9,131536,50000000,5.768575,94000000
tt0366548,Happy Feet,2006,108,"Adventure,Animation,Comedy",6.4,189476,100000000,15.088318,384335608
tt0366627,The Jacket,2005,103,"Drama,Fantasy,Mystery",7.1,115098,29000000,12.092096,21126225
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,122,"Action,Adventure",6.2,459545,185000000,12.577266,786636033
tt0368008,The Manchurian Candidate,2004,129,"Drama,Mystery,Sci-Fi",6.6,112335,80000000,10.796939,96105964
tt0368222,Romance & Cigarettes,2005,105,"Comedy,Musical,Romance",6.2,12483,0,2.36594,2945242
tt0368709,Elizabethtown,2005,123,"Comedy,Drama,Romance",6.3,71025,57000000,11.82081,52034889
tt0368774,The Heart Is Deceitful Above All Things,2004,98,Drama,6.3,6904,74050,2.789574,176153
tt0368794,I'm Not There,2007,135,"Biography,Drama,Music",6.8,59539,20000000,9.351557,4001121
tt0368891,National Treasure,2004,131,"Action,Adventure,Mystery",6.9,338408,100000000,18.932203,347451894
tt0368933,The Princess Diaries 2: Royal Engagement,2004,113,"Comedy,Family,Romance",5.8,83345,40000000,8.248895,95149435
tt0369226,Alone in the Dark,2005,99,"Action,Horror,Sci-Fi",2.4,45927,20000000,5.871243,10442808
tt0369339,Collateral,2004,120,"Action,Crime,Drama",7.5,410224,65000000,13.455112,217764291
tt0369436,Four Christmases,2008,88,"Comedy,Drama,Romance",5.7,75588,80000000,7.210383,163733697
tt0369441,Fun with Dick and Jane,2005,90,"Comedy,Crime",6.2,147769,100000000,13.473381,202026112
tt0369672,A Love Song for Bobby Long,2004,119,Drama,7.1,26487,0,5.185771,1841260
tt0369738,Moscow Heat,2004,90,"Action,Drama",2.5,2349,0,1.123409,1100000
tt0370986,Mysterious Skin,2004,105,Drama,7.6,71573,0,7.103951,1524966
tt0371257,Stay,2005,99,"Drama,Mystery,Thriller",6.7,80862,50000000,6.572049,8342132
tt0372183,The Bourne Supremacy,2004,108,"Action,Mystery,Thriller",7.7,468026,75000000,20.40426,288500217
tt0372237,Guess Who,2005,105,"Comedy,Romance",5.9,43741,35000000,6.71898,68915888
tt0372532,The Wedding Date,2005,90,"Comedy,Romance",6.1,53541,15000000,5.615303,47175038
tt0372588,Team America: World Police,2004,98,"Action,Comedy",7.2,171617,32000000,11.428941,50907422
tt0372784,Batman Begins,2005,140,"Action,Crime,Drama",8.2,1480293,150000000,28.505341,374218673
tt0373074,Kung Fu Hustle,2004,99,"Action,Comedy,Fantasy",7.7,142243,20000000,8.636632,100914445
tt0374271,In Your Name,2003,132,"Action,Drama,Romance",7.2,19546,1,1.280455,2
tt0375063,Sideways,2004,127,"Comedy,Drama,Romance",7.5,194107,16000000,12.646518,109502303
tt0375154,Tristan + Isolde,2006,125,"Action,Drama,Romance",6.8,53146,31000000,15.672195,28000000
tt0375173,Alfie,2004,103,"Comedy,Drama,Romance",6.2,53547,60000000,10.411608,13395939
tt0375679,Crash,2004,112,"Crime,Drama,Thriller",7.8,439167,6500000,9.785147,98410061
tt0376127,Anniyan,2005,181,"Action,Crime,Drama",8.3,19228,0,1.532894,8500000
tt0376144,Saamy,2003,150,"Action,Drama",7.3,2142,1,0.43849,3
tt0376994,X-Men: The Last Stand,2006,104,"Action,Adventure,Sci-Fi",6.6,521660,210000000,0.867943,459359555
tt0377091,Mean Creek,2004,90,"Crime,Drama",7.2,32383,500000,12.428269,603943
tt0377092,Mean Girls,2004,97,Comedy,7.1,391348,17000000,11.454835,129042871
tt0377109,The Ring Two,2005,110,"Horror,Mystery",5.4,97624,50000000,16.15818,161451538
tt0377321,Aasai,1995,145,"Drama,Romance,Thriller",7.5,1505,500000,0.370114,500000
tt0377471,Be Cool,2005,118,"Comedy,Crime,Music",5.6,70471,53000000,13.314233,95226116
tt0377701,Cowboys & Angels,2003,89,"Comedy,Crime,Drama",6.9,2557,2000000,1.188935,33700
tt0377981,Gnomeo & Juliet,2011,84,"Adventure,Animation,Comedy",5.9,56911,36000000,9.244469,189712432
tt0377992,The Gospel of John,2003,180,"Biography,Drama,History",7.7,3906,10000000,1.551648,4069090
tt0379217,Coffee and Cigarettes,2003,95,"Comedy,Drama,Music",7,64558,0,5.32553,7897645
tt0379557,Touching the Void,2003,106,"Adventure,Documentary,Drama",8,36592,0,7.594022,13885802
tt0379725,Capote,2005,114,"Biography,Crime,Drama",7.3,135133,7000000,6.01272,49084830
tt0380268,Cocaine Cowboys,2006,118,"Crime,Documentary,History",7.8,13581,0,2.941626,163000
tt0380277,The Cookout,2004,97,Comedy,3.8,3073,16000000,1.758079,12
tt0380389,Goal! The Dream Begins,2005,118,"Drama,Romance,Sport",6.7,64152,30000000,9.783762,27610873
tt0380510,The Lovely Bones,2009,135,"Drama,Fantasy,Thriller",6.6,171984,65000000,12.738789,93525586
tt0380817,Winter Passing,2005,98,"Comedy,Drama",6.2,8593,3500000,4.456904,113783
tt0381061,Casino Royale,2006,144,"Action,Adventure,Thriller",8,663447,150000000,23.065078,599045960
tt0381681,Before Sunset,2004,80,"Drama,Romance",8.1,268130,2700000,7.048957,15992615
tt0382992,Stealth,2005,121,"Action,Adventure,Sci-Fi",5.1,54785,135000000,13.89018,76932943
tt0383010,The Three Stooges,2012,92,"Comedy,Family",5.1,32113,30000000,13.371056,54819301
tt0383222,BloodRayne,2005,95,"Action,Fantasy,Horror",2.9,36058,25000000,6.514132,2405420
tt0384369,Before the Fall,2004,110,"Drama,Sport,Thriller",7.4,16399,4500000,5.69684,3764219
tt0384642,Kicking & Screaming,2005,95,"Comedy,Family,Romance",5.6,38961,45000000,9.875573,56070433
tt0384793,Accepted,2006,93,Comedy,6.4,134612,23000000,7.06088,38505009
tt0384806,The Amityville Horror,2005,90,Horror,5.9,113640,19000000,13.088552,108047131
tt0385726,Glory Road,2006,118,"Biography,Drama,Sport",7.2,46934,0,5.244654,42647449
tt0385752,The Golden Compass,2007,113,"Adventure,Family,Fantasy",6.1,190977,180000000,11.481379,372234864
tt0386117,Where the Wild Things Are,2009,101,"Adventure,Drama,Family",6.7,106082,100000000,12.36223,100086793
tt0386140,The Legend of Zorro,2005,129,"Action,Adventure,Romance",5.9,103680,75000000,8.940007,142400065
tt0386741,Renaissance,2006,105,"Action,Animation,Sci-Fi",6.6,16191,18000000,9.746725,1831348
tt0387055,Battle in Heaven,2005,98,"Crime,Drama",5.5,6468,1601792,2.329513,253527
tt0387059,Bee Season,2005,104,"Drama,Family",5.5,7001,14000000,2.308846,6856989
tt0387131,The Constant Gardener,2005,129,"Drama,Mystery,Romance",7.4,143297,25000000,11.556484,82466670
tt0387564,Saw,2004,103,"Horror,Mystery,Thriller",7.6,427796,1200000,23.508433,103911669
tt0387808,Idiocracy,2006,84,"Adventure,Comedy,Sci-Fi",6.5,166934,30000000,12.130803,495303
tt0387877,The Black Dahlia,2006,121,"Crime,Drama,Mystery",5.6,75039,50000000,6.506572,49111202
tt0387898,Caché (Hidden),2005,117,"Drama,Mystery,Thriller",7.3,81521,0,5.69586,36000000
tt0387914,Innocent Voices,2004,120,"Drama,Thriller,War",7.8,7884,0,7.559298,837000
tt0388139,It's All Gone Pete Tong,2004,90,"Biography,Comedy,Drama",7.2,20263,2000000,2.812182,120620
tt0388482,Transporter 2,2005,87,"Action,Crime,Thriller",6.3,206052,32000000,11.359659,85167639
tt0388789,Born Into Brothels: Calcutta's Red Light Kids,2004,85,"Biography,Documentary,News",7.2,17480,350000,2.96237,3515061
tt0389326,Riding Giants,2004,105,"Documentary,History,Sport",7.8,4562,2600000,2.203949,3166000
tt0389860,Click,2006,107,"Comedy,Drama,Fantasy",6.4,336708,82500000,9.796552,237681299
tt0390384,Primer,2004,77,"Drama,Sci-Fi,Thriller",6.8,108440,7000,7.15307,424760
tt0391024,Control Room,2004,84,Documentary,7.7,5181,0,1.949044,2586511
tt0391304,A Lot Like Love,2005,107,"Comedy,Drama,Romance",6.6,69889,30000000,10.596719,42886719
tt0393109,Brick,2005,110,"Crime,Drama,Mystery",7.2,107434,475000,9.00314,3919254
tt0395251,The Producers,2005,134,"Comedy,Crime,Musical",6.3,43313,45000000,5.037224,38058335
tt0395699,The Pacifier,2005,95,"Action,Comedy,Drama",5.6,96226,56000000,7.81645,113006880
tt0396269,Wedding Crashers,2005,119,"Comedy,Romance",7,360789,40000000,11.100597,285176741
tt0396707,The Secret of Moonacre,2008,103,"Adventure,Family,Fantasy",6,10432,12000000,12.01334,7070330
tt0396818,First Love,2004,100,"Drama,Horror,Romance",6.7,1518,0,0.38744,9392
tt0397078,Just My Luck,2006,108,"Comedy,Fantasy,Romance",5.4,58340,28000000,6.053567,38159905
tt0397101,The Skeleton Key,2005,104,"Drama,Horror,Mystery",6.5,117341,43000000,10.947957,91974818
tt0397313,Eight Below,2006,120,"Adventure,Drama,Family",7.3,65888,40000000,13.876881,120455994
tt0397535,Memoirs of a Geisha,2005,145,"Drama,Romance",7.3,152532,85000000,7.680762,162242962
tt0398165,The Longest Yard,2005,113,"Comedy,Crime,Sport",6.4,183147,82000000,7.349843,190320568
tt0398712,Assault on Precinct 13,2005,109,"Action,Crime,Drama",6.3,79781,30000000,11.552956,35294470
tt0399146,A History of Violence,2005,96,"Action,Crime,Drama",7.4,242078,32000000,11.119707,60740827
tt0399327,The Man,2005,83,"Action,Comedy,Crime",5.5,26039,0,11.127884,12382362
tt0399877,What the #$*! Do We (K)now!?,2004,109,"Comedy,Documentary,Drama",5.2,13654,0,7.631049,10000000
tt0399901,Woman Thou Art Loosed,2004,94,Drama,6.6,978,3000000,0.129004,6804016
tt0400497,Herbie Fully Loaded,2005,101,"Adventure,Comedy,Family",4.9,48788,50000000,9.35239,66002004
tt0401233,Appleseed,2004,101,"Action,Adventure,Animation",6.9,18238,10000000,8.278525,1461989
tt0401383,The Diving Bell and the Butterfly,2007,112,"Biography,Drama",8,108363,14000000,11.090265,19777647
tt0401729,John Carter,2012,132,"Action,Adventure,Sci-Fi",6.6,276034,260000000,14.670353,284139100
tt0401792,Sin City,2005,124,"Crime,Thriller",8,773558,40000000,15.010525,158733820
tt0402399,The New World,2005,135,"Biography,Drama,History",6.7,87369,30000000,7.694502,30536013
tt0402906,Czech Dream,2004,90,"Comedy,Documentary",7.3,2299,0,0.919556,17393
tt0403358,Night Watch,2004,114,"Action,Fantasy,Horror",6.4,54399,4200000,8.803869,32000000
tt0404030,Everything Is Illuminated,2005,106,"Comedy,Drama",7.4,58891,7000000,7.738924,2697930
